RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score,interpretation
74610,13051,NE LINCOLN RD E,Local Access,1,1061,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1061,0,Nothing
81240,7861,STEPHEN DR NE,Local Access,1,383,Rural,383,383,NA,NA,1,1,NA,3,1,1,2,2,383,766,Poor
80240,7701,NE LOUGHREY AVE,Local Access,1,707,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,707,0,Nothing
80243,9736,WESTERN AVE NE,Local Access,1,329,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,329,0,Nothing
80090,12437,ORCA DR NE,Local Access,1,1769,Rural,1769,1769,NA,NA,5,4,NA,3,5,5,10,10,1769,17690,Good
80090,15004,ORCA DR NE,Local Access,1,335,Rural,335,335,NA,NA,5,4,NA,3,5,5,10,10,335,3350,Good
80090,15003,ORCA DR NE,Local Access,1,739,Rural,739,739,NA,NA,5,4,NA,3,5,5,10,10,739,7390,Good
86685,2158,SOUTH KINGSTON RD NE,Minor Collector,2,839,Urban,839,839,NA,NA,5,5,6,NA,1,1,2,2,839,1678,Poor
86685,2158,SOUTH KINGSTON RD NE,Minor Collector,2,839,Urban,839,0,NA,NA,4,NA,6,NA,0,1,1,1,0,0,Poor
86685,9977,SOUTH KINGSTON RD NE,Minor Collector,2,2359,Urban,2359,0,NA,NA,5,NA,6,NA,0,1,1,1,0,0,Poor
86685,9977,SOUTH KINGSTON RD NE,Minor Collector,2,2359,Urban,2359,2359,NA,NA,4,4,6,NA,1,1,2,2,2359,4718,Poor
86685,10640,SOUTH KINGSTON RD NE,Minor Collector,1,1977,Rural,1977,1977,NA,NA,4,4,NA,4,5,5,10,10,1977,19770,Good
86685,10640,SOUTH KINGSTON RD NE,Minor Collector,1,1977,Rural,1977,0,NA,NA,NA,4,NA,4,5,0,5,5,0,0,Adequate
86685,10826,SOUTH KINGSTON RD NE,Minor Collector,1,654,Rural,654,654,NA,NA,4,4,NA,4,5,5,10,10,654,6540,Good
82640,7690,NE OLIVE DR,Local Access,1,719,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,719,0,Nothing
86671,14193,NE WEST KINGSTON RD,Major Collector,2,24,Urban,24,24,NA,NA,6,6,6,NA,2,2,4,4,24,96,Minimum
86685,11447,SOUTH KINGSTON RD NE,Minor Collector,2,317,Urban,317,317,NA,NA,5,5,6,NA,1,1,2,2,317,634,Poor
82520,11356,ANDORRA CT NE,Local Access,2,182,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,0,Nothing
8051,6771,SINGINGWOOD PL NE,Local Access,1,2063,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2063,0,Nothing
8052,2283,TRANQUILITY PL NE,Local Access,1,1220,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1220,0,Nothing
83695,10488,TUCKERMAN AVE NE,Local Access,2,146,Urban,146,111,3,NA,NA,NA,5,NA,0,1,1,1,111,111,Poor
80415,10048,INDIANOLA RD NE,Minor Collector,1,887,Rural,887,887,NA,NA,4,4,NA,4,5,5,10,10,887,8870,Good
80415,10048,INDIANOLA RD NE,Minor Collector,1,887,Rural,887,0,NA,NA,4,4,NA,4,5,5,10,10,0,0,Good
80410,11502,KITSAP ST NE,Local Access,1,518,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518,0,Nothing
57770,18571,CLEAR CREEK RD NW,Minor Arterial,1,638,Rural,638,638,NA,NA,1,1,NA,4,1,1,2,2,638,1276,Poor
57770,18577,CLEAR CREEK RD NW,Minor Arterial,1,351,Rural,351,351,NA,NA,1,1,NA,4,1,1,2,2,351,702,Poor
58640,2131,NW NORTH STAR DR,Local Access,1,1200,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1200,0,Nothing
58509,13197,NW MOUNTAIN VIEW RD,Local Access,1,740,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,740,0,Nothing
57770,12459,CLEAR CREEK RD NW,Minor Arterial,1,542,Rural,542,0,NA,NA,8,NA,NA,4,0,5,5,5,0,0,Adequate
57770,12459,CLEAR CREEK RD NW,Minor Arterial,1,542,Rural,542,542,NA,NA,8,8,NA,4,5,5,10,10,542,5420,Good
58509,977,NW MOUNTAIN VIEW RD,Local Access,1,247,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247,0,Nothing
57770,13199,CLEAR CREEK RD NW,Minor Arterial,1,617,Rural,617,214,NA,NA,8,8,NA,4,5,5,10,10,214,2140,Good
58730,1895,WILCOX RD NW,Local Access,1,1577,Rural,1577,524,NA,NA,3,3,NA,3,5,5,10,10,524,5240,Good
58730,1895,WILCOX RD NW,Local Access,1,1577,Rural,1577,213,NA,NA,3,3,NA,3,5,5,10,10,213,2130,Good
58850,5043,VINCENT RD NW,Local Access,1,137,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,137,0,Nothing
74200,868,VIKING WAY NW,Minor Arterial,1,1547,Rural,1547,1547,NA,NA,7,7,NA,4,5,5,10,10,1547,15470,Good
74200,868,VIKING WAY NW,Minor Arterial,1,1547,Rural,1547,0,NA,NA,NA,7,NA,4,5,0,5,5,0,0,Adequate
59790,4132,HALLMAN RD NW,Local Access,1,4775,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4775,0,Nothing
59725,4458,SCANDIA RD NW,Local Access,1,1263,Rural,1263,1260,NA,NA,NA,2,NA,3,1,0,1,1,1260,1260,Poor
59725,4458,SCANDIA RD NW,Local Access,1,1263,Rural,1263,1251,NA,NA,2,NA,NA,3,0,1,1,1,1251,1251,Poor
74200,1818,VIKING WAY NW,Minor Arterial,1,4077,Rural,4077,4077,NA,NA,7,7,NA,4,5,5,10,10,4077,40770,Good
74200,1818,VIKING WAY NW,Minor Arterial,1,4077,Rural,4077,0,NA,NA,7,NA,NA,4,0,5,5,5,0,0,Adequate
58850,4871,VINCENT RD NW,Local Access,1,203,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,203,0,Nothing
58971,15061,COX AVE NW,Local Access,1,1321,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1321,0,Nothing
19515,10470,SILVERDALE WAY NW,Minor Arterial,1,510,Rural,510,510,NA,NA,8,8,NA,4,5,5,10,10,510,5100,Good
58821,12129,NW LUOTO CT,Local Access,1,250,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,0,Nothing
58821,7003,NW LUOTO CT,Local Access,1,1147,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1147,0,Nothing
19515,5617,SILVERDALE WAY NW,Minor Arterial,1,737,Rural,737,725,NA,NA,8,8,NA,4,5,5,10,10,725,7250,Good
19515,5617,SILVERDALE WAY NW,Minor Arterial,1,737,Rural,737,11,NA,NA,8,8,NA,4,5,5,10,10,11,110,Good
83690,4880,BARBER CUT OFF RD NE,Local Access,2,1239,Urban,1239,1239,NA,NA,6,2,5,NA,1,2,3,3,1239,3717,Minimum
83695,12764,TUCKERMAN AVE NE,Local Access,2,815,Urban,815,665,3,NA,NA,NA,5,NA,0,1,1,1,665,665,Poor
83695,6398,TUCKERMAN AVE NE,Local Access,2,257,Urban,257,242,3,NA,NA,NA,5,NA,0,1,1,1,242,242,Poor
83697,6929,SIMON PL NE,Local Access,2,285,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,0,Nothing
86685,10990,SOUTH KINGSTON RD NE,Minor Collector,2,368,Urban,368,368,NA,NA,5,5,6,NA,1,1,2,2,368,736,Poor
86685,11947,SOUTH KINGSTON RD NE,Minor Collector,2,245,Urban,245,245,NA,NA,5,5,6,NA,1,1,2,2,245,490,Poor
82560,6575,NE GRANADA CT,Local Access,2,167,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0,Nothing
86685,12579,SOUTH KINGSTON RD NE,Minor Collector,2,348,Urban,348,348,NA,NA,5,5,6,NA,1,1,2,2,348,696,Poor
86691,8896,KIMRE PL NE,Local Access,2,1131,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1131,0,Nothing
58970,10665,COX RD NW,Local Access,1,883,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,883,0,Nothing
57830,4471,KEGLEY RD NW,Local Access,1,4358,Rural,4358,2413,NA,NA,1,1,NA,3,1,1,2,2,2413,4826,Poor
58881,7931,ODYSSEY CT NW,Local Access,1,303,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,303,0,Nothing
57770,3574,CLEAR CREEK RD NW,Minor Arterial,1,294,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,294,0,Nothing
59725,4517,SCANDIA RD NW,Local Access,1,997,Rural,997,997,NA,NA,2,2,NA,3,1,1,2,2,997,1994,Poor
59725,694,SCANDIA RD NW,Local Access,1,849,Rural,849,845,NA,NA,NA,2,NA,3,1,0,1,1,845,845,Poor
59725,694,SCANDIA RD NW,Local Access,1,849,Rural,849,849,NA,NA,2,NA,NA,3,0,1,1,1,849,849,Poor
58821,4455,NW LUOTO CT,Local Access,1,446,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,446,0,Nothing
57770,1731,CLEAR CREEK RD NW,Minor Arterial,1,1336,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1336,0,Nothing
58785,4121,KINGSCROSS CIR NW,Local Access,1,2183,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2183,0,Nothing
58780,2705,UPLAND AVE NW,Local Access,1,351,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,351,0,Nothing
58822,10367,NW KATY PL,Local Access,1,545,Rural,545,545,NA,NA,4,8,NA,3,5,5,10,10,545,5450,Good
57770,12226,CLEAR CREEK RD NW,Minor Arterial,1,1298,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1298,0,Nothing
58770,1082,LEVIN RD NW,Local Access,1,1450,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1450,0,Nothing
86672,2437,NE WHITE HORSE DR,Local Access,1,815,Rural,815,815,NA,NA,3,3,NA,3,5,5,10,10,815,8150,Good
86672,2282,NE WHITE HORSE DR,Local Access,1,886,Rural,886,886,NA,NA,3,3,NA,3,5,5,10,10,886,8860,Good
80077,8062,NE BEACHWOOD AVE,Local Access,1,546,Rural,546,546,NA,NA,1,1,NA,3,1,1,2,2,546,1092,Poor
86685,899,SOUTH KINGSTON RD NE,Minor Collector,2,206,Urban,206,206,NA,NA,5,5,6,NA,1,1,2,2,206,412,Poor
82200,1795,NE ARNESS RD,Local Access,1,831,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,831,0,Nothing
86685,2861,SOUTH KINGSTON RD NE,Minor Collector,1,718,Rural,718,718,NA,NA,4,4,NA,4,5,5,10,10,718,7180,Good
86685,2861,SOUTH KINGSTON RD NE,Minor Collector,1,718,Rural,718,0,NA,NA,NA,4,NA,4,5,0,5,5,0,0,Adequate
86685,4610,SOUTH KINGSTON RD NE,Minor Collector,2,776,Urban,776,776,NA,NA,5,5,6,NA,1,1,2,2,776,1552,Poor
81630,6273,NE JEFFERSON POINT RD,Local Access,2,655,Urban,655,655,NA,NA,4,4,5,NA,1,1,2,2,655,1310,Poor
82450,5752,NEWELL LN NE,Local Access,2,514,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,514,0,Nothing
81630,2874,NE JEFFERSON POINT RD,Local Access,2,394,Urban,394,346,NA,NA,4,4,5,NA,1,1,2,2,346,692,Poor
81630,2874,NE JEFFERSON POINT RD,Local Access,2,394,Urban,394,48,NA,NA,4,4,5,NA,1,1,2,2,48,96,Poor
81630,2747,NE JEFFERSON POINT RD,Local Access,2,733,Urban,733,733,NA,NA,4,4,5,NA,1,1,2,2,733,1466,Poor
82290,5820,NE TULIN RD,Local Access,1,531,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,531,0,Nothing
80100,5427,NE VIEW RIDGE LN,Local Access,1,572,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,572,0,Nothing
80079,5162,SEACREST AVE NE,Local Access,1,767,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,767,0,Nothing
82290,1729,NE TULIN RD,Local Access,1,1491,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1491,0,Nothing
80410,2544,KITSAP ST NE,Local Access,1,153,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153,0,Nothing
82290,121,NE TULIN RD,Local Access,1,3034,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3034,0,Nothing
80415,914,INDIANOLA RD NE,Minor Collector,1,113,Rural,113,113,NA,NA,4,4,NA,4,5,5,10,10,113,1130,Good
80415,914,INDIANOLA RD NE,Minor Collector,1,113,Rural,113,0,NA,NA,4,4,NA,4,5,5,10,10,0,0,Good
80415,9804,INDIANOLA RD NE,Minor Collector,1,3903,Rural,3903,269,NA,NA,4,4,NA,4,5,5,10,10,269,2690,Good
80415,9804,INDIANOLA RD NE,Minor Collector,1,3903,Rural,3903,3634,NA,NA,4,4,NA,4,5,5,10,10,3634,36340,Good
83698,5460,NE HANNAH CT,Local Access,2,146,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146,0,Nothing
82500,1703,MADURA DR NE,Local Access,2,526,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,526,0,Nothing
82500,1470,MADURA DR NE,Local Access,2,687,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,687,0,Nothing
82500,1198,MADURA DR NE,Local Access,2,738,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,738,0,Nothing
82500,12040,MADURA DR NE,Local Access,2,718,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,718,0,Nothing
82615,8698,NE BRIGANTINE CT,Local Access,2,1079,Urban,1079,1079,NA,NA,NA,2,5,NA,1,0,1,1,1079,1079,Poor
80089,7149,SEA VISTA NE,Local Access,1,364,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,364,0,Nothing
82610,12000,JEFFERSON BEACH RD NE,Local Access,1,619,Rural,619,619,NA,NA,1,1,NA,3,1,1,2,2,619,1238,Poor
81180,11336,NE MARINE VIEW DR,Local Access,1,944,Rural,944,666,NA,NA,1,1,NA,3,1,1,2,2,666,1332,Poor
81180,11336,NE MARINE VIEW DR,Local Access,1,944,Rural,944,278,NA,NA,1,1,NA,3,1,1,2,2,278,556,Poor
81880,3860,MARINE VIEW PL NE,Local Access,1,282,Rural,282,282,NA,NA,1,1,NA,3,1,1,2,2,282,564,Poor
81180,6622,NE MARINE VIEW DR,Local Access,1,269,Rural,269,269,NA,NA,1,1,NA,3,1,1,2,2,269,538,Poor
2060,5057,KODIAK PL SW,Local Access,1,1704,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1704,0,Nothing
86671,11287,NE WEST KINGSTON RD,Major Collector,2,1761,Urban,1761,1067,NA,NA,10,10,6,NA,2,2,4,4,1067,4268,Minimum
86671,11287,NE WEST KINGSTON RD,Major Collector,2,1761,Urban,1761,693,NA,NA,10,10,6,NA,2,2,4,4,693,2772,Minimum
86671,13321,NE WEST KINGSTON RD,Major Collector,2,826,Urban,826,460,NA,NA,10,10,6,NA,2,2,4,4,460,1840,Minimum
86671,13321,NE WEST KINGSTON RD,Major Collector,2,826,Urban,826,153,NA,NA,10,10,6,NA,2,2,4,4,153,612,Minimum
86671,13321,NE WEST KINGSTON RD,Major Collector,2,826,Urban,826,211,NA,NA,10,10,6,NA,2,2,4,4,211,844,Minimum
70370,12102,MILLER BAY RD NE,Major Collector,1,635,Rural,635,635,NA,NA,3,3,NA,6,1,1,2,2,635,1270,Poor
74640,3481,NE SID PRICE RD,Local Access,1,1167,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1167,0,Nothing
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,532,NA,NA,6,6,6,NA,2,2,4,4,532,2128,Minimum
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,136,NA,NA,10,10,6,NA,2,2,4,4,136,544,Minimum
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,181,NA,NA,10,10,6,NA,2,2,4,4,181,724,Minimum
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,273,NA,NA,6,6,6,NA,2,2,4,4,273,1092,Minimum
86671,6219,NE WEST KINGSTON RD,Major Collector,2,1293,Urban,1293,169,NA,NA,6,6,6,NA,2,2,4,4,169,676,Minimum
86671,18285,NE WEST KINGSTON RD,Major Collector,2,318,Urban,318,292,NA,NA,10,10,6,NA,2,2,4,4,292,1168,Minimum
86671,18285,NE WEST KINGSTON RD,Major Collector,2,318,Urban,318,26,NA,NA,10,10,6,NA,2,2,4,4,26,104,Minimum
13549,12372,NW ANDERSON HILL RD,Major Collector,2,898,Urban,898,898,NA,NA,4,4,6,NA,1,1,2,2,898,1796,Poor
13549,11556,NW ANDERSON HILL RD,Major Collector,2,524,Urban,524,298,NA,NA,4,4,6,NA,1,1,2,2,298,596,Poor
13549,11556,NW ANDERSON HILL RD,Major Collector,2,524,Urban,524,207,NA,NA,4,4,6,NA,1,1,2,2,207,414,Poor
13549,11556,NW ANDERSON HILL RD,Major Collector,2,524,Urban,524,17,NA,NA,4,4,6,NA,1,1,2,2,17,34,Poor
57810,1465,OLD FRONTIER RD NW,Major Collector,2,210,Urban,210,44,NA,NA,2,NA,6,NA,0,1,1,1,44,44,Poor
57810,1465,OLD FRONTIER RD NW,Major Collector,2,210,Urban,210,136,NA,NA,2,3,6,NA,1,1,2,2,136,272,Poor
13549,12675,NW ANDERSON HILL RD,Major Collector,1,1368,Rural,1368,1360,NA,NA,4,4,NA,6,3,3,6,6,1360,8160,Adequate
13549,12675,NW ANDERSON HILL RD,Major Collector,1,1368,Rural,1368,7,NA,NA,4,4,NA,6,3,3,6,6,7,42,Adequate
13739,4598,WILLAMETTE MERIDIAN RD NW,Local Access,1,606,Rural,606,606,NA,NA,5,5,NA,3,5,5,10,10,606,6060,Good
81695,6137,NE HOWARD PL,Local Access,1,492,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,492,0,Nothing
80410,12843,KITSAP ST NE,Local Access,1,380,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,380,0,Nothing
82540,10766,NE TAVIRA CT,Local Access,2,105,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,105,0,Nothing
86685,7603,SOUTH KINGSTON RD NE,Minor Collector,1,1262,Rural,1262,1252,NA,NA,2,2,NA,4,1,1,2,2,1252,2504,Poor
86685,7603,SOUTH KINGSTON RD NE,Minor Collector,1,1262,Rural,1262,10,NA,NA,4,4,NA,4,5,5,10,10,10,100,Good
80060,8106,WOODRUFF PL NE,Local Access,1,334,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,334,0,Nothing
80077,13037,NE BEACHWOOD AVE,Local Access,1,373,Rural,373,373,NA,NA,1,1,NA,3,1,1,2,2,373,746,Poor
81750,6655,VIRGINIA AVE NE,Local Access,1,226,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,226,0,Nothing
86685,12019,SOUTH KINGSTON RD NE,Minor Collector,1,917,Rural,917,917,NA,NA,2,2,NA,4,1,1,2,2,917,1834,Poor
81915,6408,NE ECKERN PL,Local Access,1,387,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,387,0,Nothing
81915,16692,NE ECKERN PL,Local Access,1,366,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,366,0,Nothing
82610,12409,JEFFERSON BEACH RD NE,Local Access,1,758,Rural,758,758,NA,NA,1,1,NA,3,1,1,2,2,758,1516,Poor
80415,15035,INDIANOLA RD NE,Minor Collector,1,352,Rural,352,0,NA,NA,4,NA,NA,4,0,5,5,5,0,0,Adequate
80415,15035,INDIANOLA RD NE,Minor Collector,1,352,Rural,352,352,NA,NA,4,4,NA,4,5,5,10,10,352,3520,Good
80415,13084,INDIANOLA RD NE,Minor Collector,1,430,Rural,430,430,NA,NA,4,4,NA,4,5,5,10,10,430,4300,Good
86671,8397,NE WEST KINGSTON RD,Major Collector,2,99,Urban,99,99,NA,NA,6,6,6,NA,2,2,4,4,99,396,Minimum
82490,16732,TAREE DR NE,Local Access,2,1832,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1832,0,Nothing
86685,15929,SOUTH KINGSTON RD NE,Minor Collector,2,1129,Urban,1129,1015,NA,NA,5,5,6,NA,1,1,2,2,1015,2030,Poor
86685,15929,SOUTH KINGSTON RD NE,Minor Collector,2,1129,Urban,1129,114,NA,NA,5,5,6,NA,1,1,2,2,114,228,Poor
82490,5571,TAREE DR NE,Local Access,2,1228,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1228,0,Nothing
86685,11261,SOUTH KINGSTON RD NE,Minor Collector,1,2595,Rural,2595,2595,NA,NA,2,2,NA,4,1,1,2,2,2595,5190,Poor
86685,15905,SOUTH KINGSTON RD NE,Minor Collector,1,1911,Rural,1911,1911,NA,NA,2,2,NA,4,1,1,2,2,1911,3822,Poor
82610,16696,JEFFERSON BEACH RD NE,Local Access,1,460,Rural,460,460,NA,NA,1,1,NA,3,1,1,2,2,460,920,Poor
82479,10409,NE KLABO RD,Local Access,1,1328,Rural,1328,1328,NA,NA,2,2,NA,3,1,1,2,2,1328,2656,Poor
57770,10394,CLEAR CREEK RD NW,Minor Arterial,1,1995,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1995,0,Nothing
58770,139,LEVIN RD NW,Local Access,1,1597,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1597,0,Nothing
59770,4940,SCANDIA LN NW,Local Access,1,549,Rural,549,549,NA,NA,2,2,NA,3,1,1,2,2,549,1098,Poor
59725,8445,SCANDIA RD NW,Local Access,1,348,Rural,348,348,NA,NA,2,2,NA,3,1,1,2,2,348,696,Poor
57770,12164,CLEAR CREEK RD NW,Minor Arterial,1,265,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0,Nothing
57770,8350,CLEAR CREEK RD NW,Minor Arterial,1,1105,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1105,0,Nothing
57770,610,CLEAR CREEK RD NW,Minor Arterial,1,1541,Rural,1541,1541,NA,NA,8,8,NA,4,5,5,10,10,1541,15410,Good
57770,610,CLEAR CREEK RD NW,Minor Arterial,1,1541,Rural,1541,0,NA,NA,NA,8,NA,4,5,0,5,5,0,0,Adequate
57770,4418,CLEAR CREEK RD NW,Minor Arterial,1,827,Rural,827,0,NA,NA,NA,8,NA,4,5,0,5,5,0,0,Adequate
57770,4418,CLEAR CREEK RD NW,Minor Arterial,1,827,Rural,827,827,NA,NA,8,8,NA,4,5,5,10,10,827,8270,Good
58770,14976,LEVIN RD NW,Local Access,1,651,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,651,0,Nothing
59610,15199,PEARSON RD NE,Local Access,1,737,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,737,0,Nothing
59610,6908,PEARSON RD NE,Local Access,1,893,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,893,0,Nothing
59700,12936,NW SCANDIA RD,Local Access,1,1089,Rural,1089,1089,NA,NA,2,2,NA,3,1,1,2,2,1089,2178,Poor
58875,8840,ORWEILER LN NW,Local Access,1,1664,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1664,0,Nothing
59700,11875,NW SCANDIA RD,Local Access,1,442,Rural,442,442,NA,NA,2,2,NA,3,1,1,2,2,442,884,Poor
58972,1389,CASSIE PL NW,Local Access,1,1287,Rural,1287,1287,NA,NA,3,3,NA,3,5,5,10,10,1287,12870,Good
86685,12026,SOUTH KINGSTON RD NE,Minor Collector,1,991,Rural,991,991,NA,NA,2,2,NA,4,1,1,2,2,991,1982,Poor
80070,11638,NE BEACHWOOD CT,Local Access,1,134,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134,0,Nothing
80140,10985,CHIEF SAM WILSON WAY NE,Local Access,1,767,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,767,0,Nothing
81510,10572,DOUGLAS PL NE,Local Access,1,361,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,361,0,Nothing
80082,10517,APOLLO DR NE,Local Access,1,714,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,714,0,Nothing
82610,10391,JEFFERSON BEACH RD NE,Local Access,1,344,Rural,344,344,NA,NA,1,1,NA,3,1,1,2,2,344,688,Poor
81630,15970,JEFFERSON POINT RD NE,Local Access,1,702,Rural,702,702,NA,NA,3,2,NA,3,1,5,6,6,702,4212,Adequate
81630,4106,JEFFERSON POINT RD NE,Local Access,1,1197,Rural,1197,1197,NA,NA,3,2,NA,3,1,5,6,6,1197,7182,Adequate
82479,8584,NE KLABO RD,Local Access,1,495,Rural,495,10,NA,NA,2,2,NA,3,1,1,2,2,10,20,Poor
82479,8584,NE KLABO RD,Local Access,1,495,Rural,495,485,NA,NA,2,2,NA,3,1,1,2,2,485,970,Poor
70370,8287,MILLER BAY RD NE,Major Collector,1,1434,Rural,1434,1434,NA,NA,3,3,NA,6,1,1,2,2,1434,2868,Poor
70370,18121,MILLER BAY RD NE,Major Collector,1,146,Rural,146,146,NA,NA,3,3,NA,6,1,1,2,2,146,292,Poor
82550,1661,TAREE BLVD NE,Local Access,2,1540,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1540,0,Nothing
82510,5386,NE EL FERRO CT,Local Access,2,177,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,177,0,Nothing
80120,8386,NE SEAVIEW AVE,Local Access,1,474,Rural,474,474,NA,NA,1,1,NA,3,1,1,2,2,474,948,Poor
83210,12709,NORMAN RD NE,Local Access,2,1283,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1283,0,Nothing
80085,5254,NE DEL RAY PL,Local Access,1,133,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,133,0,Nothing
70370,10405,MILLER BAY RD NE,Major Collector,1,809,Rural,809,5,NA,NA,3,3,NA,6,1,1,2,2,5,10,Poor
70370,10405,MILLER BAY RD NE,Major Collector,1,809,Rural,809,803,NA,NA,3,3,NA,6,1,1,2,2,803,1606,Poor
81630,2269,JEFFERSON POINT RD NE,Local Access,1,1611,Rural,1611,1611,NA,NA,3,2,NA,3,1,5,6,6,1611,9666,Adequate
