RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,NAME,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
88800,6088,VISTA KEY DR NE,Local Access,1,658,Rural,658,1 North,1 North,658,NA,NA,2,2,NA,3,1,1,2,2,658,1316
88840,6093,NE KEY PL,Local Access,1,963,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,963,0
85860,4059,BORDER WAY NE,Local Access,1,191,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,191,0
88800,5008,VISTA KEY DR NE,Local Access,1,281,Rural,281,1 North,1 North,281,NA,NA,2,2,NA,3,1,1,2,2,281,562
88260,3245,NE CEDAR CT,Local Access,1,509,Rural,509,1 North,1 North,509,NA,NA,5,2,NA,3,1,5,6,6,509,3054
88800,3157,VISTA KEY DR NE,Local Access,1,470,Rural,470,1 North,1 North,470,NA,NA,2,2,NA,3,1,1,2,2,470,940
600,7960,NW TRIDENT BLVD,Local Access,1,27,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0
77950,637,HERON CT NW,Local Access,1,155,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155,0
77970,7154,AGATE CT NW,Local Access,1,131,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,131,0
77940,2219,EAGLE CT NW,Local Access,1,179,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,179,0
77990,8684,JADE CT NW,Local Access,1,178,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,178,0
88980,4131,NE CANAL LN,Local Access,1,1774,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1774,0
87500,1461,NE TWIN SPITS RD,Major Collector,1,1478,Rural,1478,1 North,1 North,1478,NA,NA,1,1,NA,6,1,1,2,2,1478,2956
85860,1466,BORDER WAY NE,Local Access,1,304,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,304,0
88800,1241,VISTA KEY DR NE,Local Access,1,1541,Rural,1541,1 North,1 North,1541,NA,NA,2,2,NA,3,1,1,2,2,1541,3082
88330,4992,NE PONDEROSA PL,Local Access,1,186,Rural,186,1 North,1 North,186,NA,NA,3,NA,NA,3,0,5,5,5,186,930
89509,2128,SHOREVIEW DR NE,Local Access,1,978,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978,0
87500,15069,NE TWIN SPITS RD,Major Collector,1,1441,Rural,1441,1 North,1 North,1441,NA,NA,1,1,NA,6,1,1,2,2,1441,2882
87500,1272,NE TWIN SPITS RD,Major Collector,1,655,Rural,655,1 North,1 North,655,NA,NA,1,1,NA,6,1,1,2,2,655,1310
87500,1033,NE TWIN SPITS RD,Minor Collector,1,5630,Rural,5630,1 North,1 North,5630,NA,NA,1,1,NA,4,1,1,2,2,5630,11260
87500,1033,NE TWIN SPITS RD,Minor Collector,1,5630,Rural,5630,1 North,1 North,0,NA,NA,1,1,NA,4,1,1,2,2,0,0
89400,4268,NE BUCK LAKE RD,Local Access,1,4619,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4619,0
85860,464,BORDER WAY NE,Local Access,1,554,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,554,0
88890,10663,PINE PL NE,Local Access,1,165,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,165,0
87500,8994,NE TWIN SPITS RD,Minor Collector,1,618,Rural,618,1 North,1 North,618,NA,NA,1,1,NA,4,1,1,2,2,618,1236
85275,13315,NE BERRY ST,Local Access,1,681,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,681,0
87500,1680,NE TWIN SPITS RD,Minor Collector,1,647,Rural,647,1 North,1 North,647,NA,NA,1,1,NA,4,1,1,2,2,647,1294
87500,1680,NE TWIN SPITS RD,Minor Collector,1,647,Rural,647,1 North,1 North,0,NA,NA,1,NA,NA,4,0,1,1,1,0,0
88800,6384,VISTA KEY DR NE,Local Access,1,372,Rural,372,1 North,1 North,372,NA,NA,2,2,NA,3,1,1,2,2,372,744
89400,10973,NE BUCK LAKE RD,Local Access,1,1482,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1482,0
86670,9963,SUNRISE BEACH DR NE,Local Access,1,1068,Rural,1068,1 North,1 North,1068,NA,NA,3,3,NA,3,5,5,10,10,1068,10680
86670,10359,SUNRISE BEACH DR NE,Local Access,1,872,Rural,872,1 North,1 North,95,NA,NA,3,3,NA,3,5,5,10,10,95,950
86670,10359,SUNRISE BEACH DR NE,Local Access,1,872,Rural,872,1 North,1 North,776,NA,NA,3,3,NA,3,5,5,10,10,776,7760
88050,1418,TAMARACK DR NE,Local Access,1,236,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0
88050,6641,TAMARACK DR NE,Local Access,1,501,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,501,0
88050,8164,TAMARACK DR NE,Local Access,1,717,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,717,0
88050,5040,TAMARACK DR NE,Local Access,1,481,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481,0
88200,4018,NE SPRUCE DR,Local Access,1,1346,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1346,0
84120,663,NE OREGON ST,Local Access,2,237,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,237,0
84062,8722,NE MAINE ST,Local Access,2,166,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166,0
84062,13007,NE MAINE ST,Local Access,2,384,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,384,0
84230,8794,NE CALIFORNIA ST,Local Access,2,215,Urban,215,1 North,1 North,215,NA,NA,1,1,5,NA,1,1,2,2,215,430
84812,11340,RESOURCE RIDGE AVE NE,Local Access,1,1202,Rural,1202,1 North,1 North,785,NA,NA,3,3,NA,3,5,5,10,10,785,7850
84812,11340,RESOURCE RIDGE AVE NE,Local Access,1,1202,Rural,1202,1 North,1 North,131,NA,NA,3,3,NA,3,5,5,10,10,131,1310
84812,9193,RESOURCE RIDGE AVE NE,Local Access,1,642,Rural,642,1 North,1 North,642,NA,NA,3,3,NA,3,5,5,10,10,642,6420
87500,12512,NE TWIN SPITS RD,Major Collector,1,403,Rural,403,1 North,1 North,403,NA,NA,1,1,NA,6,1,1,2,2,403,806
85273,14879,NE APPLE TREE POINT LN,Local Access,0,483,Unknown,483,1 North,1 North,483,NA,NA,5,5,NA,NA,0,0,0,0,483,0
85273,9656,NE APPLE TREE POINT LN,Local Access,1,283,Rural,283,1 North,1 North,283,NA,NA,5,5,NA,3,5,5,10,10,283,2830
87500,379,NE TWIN SPITS RD,Major Collector,1,951,Rural,951,1 North,1 North,951,NA,NA,1,1,NA,6,1,1,2,2,951,1902
86160,16491,NE ECOLOGY RD,Local Access,1,621,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,621,0
85970,9605,FIRWOOD RD NE,Local Access,1,112,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,0
85920,9917,NE GAMBLEWOOD RD,Local Access,1,1512,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1512,0
85920,8665,NE GAMBLEWOOD RD,Local Access,1,162,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162,0
85970,13042,FIRWOOD RD NE,Local Access,1,311,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,311,0
85810,11679,WOODSIDE RD NE,Local Access,1,1027,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1027,0
84813,9730,NE BLAKEWOOD CT,Local Access,1,559,Rural,559,1 North,1 North,559,NA,NA,3,3,NA,3,5,5,10,10,559,5590
89480,3698,NE BRUCE LN,Local Access,1,244,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,244,0
70400,72,HANSVILLE RD NE,Major Collector,1,214,Rural,214,1 North,1 North,214,NA,NA,4,4,NA,6,3,3,6,6,214,1284
89450,9455,HANSVILLE DR NE,Local Access,1,881,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,881,0
89710,12261,KINCAID AVE NE,Local Access,1,600,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,600,0
89508,11635,NE ADMIRALTY LN,Local Access,1,1092,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1092,0
98019,6905,SANDY BEACH LN NE,Local Access,1,404,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,404,0
89500,10320,NE POINT NO POINT RD,Local Access,1,3761,Rural,3761,1 North,1 North,3761,NA,NA,3,3,NA,3,5,5,10,10,3761,37610
83670,5958,PARCELLS RD NE,Local Access,1,382,Rural,382,1 North,1 North,382,NA,NA,1,1,NA,3,1,1,2,2,382,764
88360,13312,NE PONDEROSA DR,Local Access,1,381,Rural,381,1 North,1 North,196,NA,NA,2,2,NA,3,1,1,2,2,196,392
89090,12288,FAWN RD NE,Local Access,1,2133,Rural,2133,1 North,1 North,2133,NA,NA,1,1,NA,3,1,1,2,2,2133,4266
88800,1117,VISTA KEY DR NE,Local Access,1,1131,Rural,1131,1 North,1 North,1131,NA,NA,2,2,NA,3,1,1,2,2,1131,2262
88750,8640,OLYMPIC VIEW RD NE,Local Access,1,2093,Rural,2093,1 North,1 North,2093,NA,NA,2,2,NA,3,1,1,2,2,2093,4186
89450,1985,HANSVILLE DR NE,Local Access,1,1513,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1513,0
89450,2153,HANSVILLE DR NE,Local Access,1,1351,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1351,0
88930,6794,BRANT RD NE,Local Access,1,1300,Rural,1300,1 North,1 North,1300,NA,NA,2,2,NA,3,1,1,2,2,1300,2600
70400,18969,HANSVILLE RD NE,Major Collector,1,1983,Rural,1983,1 North,1 North,1455,NA,NA,5,3,NA,6,1,3,4,4,1455,5820
70400,18969,HANSVILLE RD NE,Major Collector,1,1983,Rural,1983,1 North,1 North,527,NA,NA,8,8,NA,6,5,5,10,10,527,5270
83672,1433,RASH RD NE,Local Access,1,1320,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1320,0
88300,8122,NE PONDEROSA BLVD,Local Access,1,599,Rural,599,1 North,1 North,599,NA,NA,2,2,NA,3,1,1,2,2,599,1198
88590,6412,CYPRESS DR NE,Local Access,1,536,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,536,0
88300,2127,NE PONDEROSA BLVD,Local Access,1,505,Rural,505,1 North,1 North,505,NA,NA,2,2,NA,3,1,1,2,2,505,1010
88300,4528,NE PONDEROSA BLVD,Local Access,1,251,Rural,251,1 North,1 North,251,NA,NA,2,2,NA,3,1,1,2,2,251,502
86300,12593,NE EGLON RD,Local Access,1,1351,Rural,1351,1 North,1 North,1351,NA,NA,4,4,NA,3,5,5,10,10,1351,13510
86300,12593,NE EGLON RD,Local Access,1,1351,Rural,1351,1 North,1 North,0,NA,NA,NA,4,NA,3,5,0,5,5,0,0
84814,3901,NE GEORGIA AVE,Local Access,2,369,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,369,0
84815,3127,KINGSVIEW LOOP NE,Local Access,2,334,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,334,0
84470,10069,OHIO AVE NE,Local Access,1,169,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169,0
88140,7978,ASPEN WAY NE,Local Access,1,617,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,617,0
88300,12407,NE PONDEROSA BLVD,Local Access,1,947,Rural,947,1 North,1 North,947,NA,NA,2,2,NA,3,1,1,2,2,947,1894
86871,10177,LUDLOW DR NE,Local Access,1,431,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,431,0
88140,10857,ASPEN WAY NE,Local Access,1,140,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,140,0
86300,12043,NE EGLON RD,Local Access,1,2021,Rural,2021,1 North,1 North,2021,NA,NA,4,4,NA,3,5,5,10,10,2021,20210
86650,7174,SUNRISE BEACH CT NE,Local Access,1,706,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,706,0
86300,5928,NE EGLON RD,Local Access,1,1353,Rural,1353,1 North,1 North,1353,NA,NA,4,4,NA,3,5,5,10,10,1353,13530
87350,11178,BODINE RD NE,Local Access,1,2281,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2281,0
88300,13087,NE PONDEROSA BLVD,Local Access,1,1067,Rural,1067,1 North,1 North,1067,NA,NA,2,2,NA,3,1,1,2,2,1067,2134
88300,7878,NE PONDEROSA BLVD,Local Access,1,354,Rural,354,1 North,1 North,189,NA,NA,2,2,NA,3,1,1,2,2,189,378
84815,3124,KINGSVIEW LOOP NE,Local Access,2,1101,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1101,0
84470,2590,OHIO AVE NE,Local Access,1,166,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166,0
83730,9421,BARRETT RD NE,Local Access,2,70,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,0
73191,15162,NE DELANEY RD,Local Access,1,1375,Rural,1375,1 North,1 North,1364,NA,NA,3,NA,NA,3,0,5,5,5,1364,6820
73191,15162,NE DELANEY RD,Local Access,1,1375,Rural,1375,1 North,1 North,1375,NA,NA,NA,3,NA,3,5,0,5,5,1375,6875
83730,10686,BARRETT RD NE,Local Access,2,1376,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1376,0
84470,1178,OHIO AVE NE,Local Access,1,382,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,382,0
89670,6890,NE ADMIRALTY WAY,Local Access,1,1025,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1025,0
89265,8823,THORS RD NE,Local Access,1,1736,Rural,1736,1 North,1 North,926,NA,NA,1,1,NA,3,1,1,2,2,926,1852
84431,11047,NE MISS HAILEY LOOP,Local Access,1,1137,Rural,1137,1 North,1 North,1137,NA,NA,3,3,NA,3,5,5,10,10,1137,11370
89670,11510,NE ADMIRALTY WAY,Local Access,1,1309,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1309,0
89265,7032,THORS RD NE,Local Access,1,947,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,947,0
84430,6659,BALMORAL PL NE,Local Access,1,1474,Rural,1474,1 North,1 North,1474,NA,NA,3,3,NA,3,5,5,10,10,1474,14740
86671,6038,NE WEST KINGSTON RD,Major Collector,2,111,Urban,111,1 North,1 North,111,NA,NA,6,6,6,NA,2,2,4,4,111,444
74790,15183,PORT GAMBLE RD NE,Local Access,1,5545,Rural,5545,1 North,1 North,5545,NA,NA,1,1,NA,3,1,1,2,2,5545,11090
84430,5174,BALMORAL PL NE,Local Access,1,454,Rural,454,1 North,1 North,454,NA,NA,3,3,NA,3,5,5,10,10,454,4540
84430,4959,BALMORAL PL NE,Local Access,1,770,Rural,770,1 North,1 North,770,NA,NA,3,3,NA,3,5,5,10,10,770,7700
89506,3654,FONTENOT CIR NE,Local Access,1,135,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,135,0
83810,2182,MARSHALL LN NE,Local Access,2,524,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,524,0
89500,6436,NE POINT NO POINT RD,Local Access,1,1438,Rural,1438,1 North,1 North,0,NA,NA,NA,3,NA,3,5,0,5,5,0,0
70400,1986,HANSVILLE RD NE,Major Collector,1,5641,Rural,5641,1 North,1 North,3254,NA,NA,6,6,NA,6,5,5,10,10,3254,32540
70400,1986,HANSVILLE RD NE,Major Collector,1,5641,Rural,5641,1 North,1 North,464,NA,NA,8,8,NA,6,5,5,10,10,464,4640
70400,1986,HANSVILLE RD NE,Major Collector,1,5641,Rural,5641,1 North,1 North,1922,NA,NA,6,6,NA,6,5,5,10,10,1922,19220
88140,4333,ASPEN WAY NE,Local Access,1,688,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,688,0
89502,3242,NE WHIDBEY DR,Local Access,1,470,Rural,470,1 North,1 North,470,NA,NA,2,2,NA,3,1,1,2,2,470,940
70400,852,HANSVILLE RD NE,Major Collector,1,370,Rural,370,1 North,1 North,370,NA,NA,4,4,NA,6,3,3,6,6,370,2220
88710,8945,VINE PL NE,Local Access,1,193,Rural,193,1 North,1 North,193,NA,NA,2,2,NA,3,1,1,2,2,193,386
86550,11677,OLD HANSVILLE RD NE,Local Access,1,1846,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1846,0
86550,5181,OLD HANSVILLE RD NE,Local Access,1,2611,Rural,2611,1 North,1 North,243,NA,NA,2,2,NA,3,1,1,2,2,243,486
88530,10793,MADRONA BLVD NE,Local Access,1,926,Rural,926,1 North,1 North,926,NA,NA,2,2,NA,3,1,1,2,2,926,1852
88530,10793,MADRONA BLVD NE,Local Access,1,926,Rural,926,1 North,1 North,0,NA,NA,2,NA,NA,3,0,1,1,1,0,0
88530,4578,MADRONA BLVD NE,Local Access,1,658,Rural,658,1 North,1 North,658,NA,NA,2,2,NA,3,1,1,2,2,658,1316
88530,4578,MADRONA BLVD NE,Local Access,1,658,Rural,658,1 North,1 North,0,NA,NA,NA,2,NA,3,1,0,1,1,0,0
88470,8521,BAY ST NE,Local Access,1,294,Rural,294,1 North,1 North,294,NA,NA,3,3,NA,3,5,5,10,10,294,2940
88950,8866,BUCK RD NE,Local Access,1,1283,Rural,1283,1 North,1 North,1283,NA,NA,3,3,NA,3,5,5,10,10,1283,12830
88560,8670,NE WILLOW RD,Local Access,1,381,Rural,381,1 North,1 North,381,NA,NA,2,NA,NA,3,0,1,1,1,381,381
88560,46,NE WILLOW RD,Local Access,1,295,Rural,295,1 North,1 North,295,NA,NA,2,NA,NA,3,0,1,1,1,295,295
88470,12755,BAY ST NE,Local Access,1,1469,Rural,1469,1 North,1 North,1469,NA,NA,3,3,NA,3,5,5,10,10,1469,14690
70400,9271,HANSVILLE RD NE,Major Collector,1,323,Rural,323,1 North,1 North,323,NA,NA,5,3,NA,6,1,3,4,4,323,1292
86300,13243,EGLON RD NE,Local Access,1,251,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,251,0
88470,2561,BAY ST NE,Local Access,1,365,Rural,365,1 North,1 North,365,NA,NA,3,3,NA,3,5,5,10,10,365,3650
88470,2561,BAY ST NE,Local Access,1,365,Rural,365,1 North,1 North,0,NA,NA,3,3,NA,3,5,5,10,10,0,0
83670,12415,PARCELLS RD NE,Local Access,1,2104,Rural,2104,1 North,1 North,2104,NA,NA,1,1,NA,3,1,1,2,2,2104,4208
83696,605,MONTERA LOOP NE,Local Access,2,1351,Urban,1351,1 North,1 North,1348,3,NA,NA,NA,5,NA,0,1,1,1,1348,1348
88470,4565,BAY ST NE,Local Access,1,335,Rural,335,1 North,1 North,335,NA,NA,3,3,NA,3,5,5,10,10,335,3350
79170,2263,NE SUNSET ST,Local Access,1,384,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,384,0
79030,9490,BEACH DR NE,Local Access,1,1740,Rural,1740,1 North,1 North,1740,NA,NA,1,1,NA,3,1,1,2,2,1740,3480
78890,3889,FALKNER RD NE,Local Access,1,861,Rural,861,1 North,1 North,861,NA,NA,4,2,NA,3,1,5,6,6,861,5166
79630,4740,WHITFORD RD NE,Local Access,1,248,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,248,0
77855,10461,CANALTA WAY NW,Local Access,1,733,Rural,733,1 North,1 North,733,NA,NA,2,2,NA,3,1,1,2,2,733,1466
78130,12570,EDGEWATER BLVD NW,Local Access,1,859,Rural,859,1 North,1 North,859,NA,NA,4,4,NA,3,5,5,10,10,859,8590
79110,8854,BROWNLEE PL NE,Local Access,1,810,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,810,0
77470,1933,CANYON RD NW,Local Access,1,1343,Rural,1343,1 North,1 North,1343,NA,NA,1,3,NA,3,5,1,6,6,1343,8058
78220,2160,PIONEER WAY NW,Minor Arterial,1,2454,Rural,2454,1 North,1 North,15,NA,NA,6,6,NA,4,5,5,10,10,15,150
78220,2160,PIONEER WAY NW,Minor Arterial,1,2454,Rural,2454,1 North,1 North,2438,NA,NA,6,6,NA,4,5,5,10,10,2438,24380
79560,9259,NE BABCOCK ST,Local Access,1,406,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,406,0
78890,842,FALKNER RD NE,Local Access,1,653,Rural,653,1 North,1 North,653,NA,NA,4,2,NA,3,1,5,6,6,653,3918
79610,6523,SHINE DR NE,Local Access,1,431,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,431,0
77680,11673,NW SUZANNE CT,Local Access,1,1172,Rural,1172,1 North,1 North,1172,NA,NA,2,2,NA,3,1,1,2,2,1172,2344
79590,9426,SOUTH BRIDGE WAY NE,Local Access,1,728,Rural,728,1 North,1 North,728,NA,NA,2,3,NA,3,5,1,6,6,728,4368
79630,8039,WHITFORD RD NE,Local Access,1,558,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,558,0
78890,10743,FALKNER RD NE,Local Access,1,1342,Rural,1342,1 North,1 North,1338,NA,NA,4,NA,NA,3,0,5,5,5,1338,6690
78890,10743,FALKNER RD NE,Local Access,1,1342,Rural,1342,1 North,1 North,1342,NA,NA,NA,2,NA,3,1,0,1,1,1342,1342
79770,3888,GAMBLE WAY NE,Local Access,1,75,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75,0
86672,14539,NE WHITE HORSE DR,Local Access,1,30,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0
57290,3587,BROWNSVILLE HWY NE,Minor Arterial,1,244,Rural,244,1 North,1 North,0,NA,NA,3,NA,NA,4,0,1,1,1,0,0
57290,3587,BROWNSVILLE HWY NE,Minor Arterial,1,244,Rural,244,1 North,1 North,244,NA,NA,3,1,NA,4,1,1,2,2,244,488
77260,4500,NW PIONEER HILL RD,Local Access,1,338,Rural,338,1 North,1 North,323,NA,NA,6,NA,NA,3,0,5,5,5,323,1615
77260,4500,NW PIONEER HILL RD,Local Access,1,338,Rural,338,1 North,1 North,337,NA,NA,NA,4,NA,3,5,0,5,5,337,1685
77260,4500,NW PIONEER HILL RD,Local Access,1,338,Rural,338,1 North,1 North,0,NA,NA,NA,4,NA,3,5,0,5,5,0,0
79340,2755,SCENIC DR NE,Local Access,1,743,Rural,743,1 North,1 North,713,NA,NA,2,2,NA,3,1,1,2,2,713,1426
79340,2687,SCENIC DR NE,Local Access,1,1632,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1632,0
79340,13344,SCENIC DR NE,Local Access,1,598,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,598,0
77260,12253,NW PIONEER HILL RD,Local Access,1,1317,Rural,1317,1 North,1 North,1301,NA,NA,6,4,NA,3,5,5,10,10,1301,13010
77260,12253,NW PIONEER HILL RD,Local Access,1,1317,Rural,1317,1 North,1 North,0,NA,NA,NA,4,NA,3,5,0,5,5,0,0
74863,12310,NW MAE PL,Local Access,1,139,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,139,0
78330,10173,NW MULHOLLAND BLVD,Local Access,1,367,Rural,367,1 North,1 North,367,NA,NA,3,3,NA,3,5,5,10,10,367,3670
77260,12120,NW PIONEER HILL RD,Local Access,1,1293,Rural,1293,1 North,1 North,1277,NA,NA,6,NA,NA,3,0,5,5,5,1277,6385
77260,12120,NW PIONEER HILL RD,Local Access,1,1293,Rural,1293,1 North,1 North,1278,NA,NA,NA,4,NA,3,5,0,5,5,1278,6390
79770,11866,GAMBLE WAY NE,Local Access,1,340,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,340,0
78330,8222,NW MULHOLLAND BLVD,Local Access,1,195,Rural,195,1 North,1 North,195,NA,NA,3,3,NA,3,5,5,10,10,195,1950
79660,8916,NE WHEELER ST,Local Access,1,792,Rural,792,1 North,1 North,792,NA,NA,6,4,NA,3,5,5,10,10,792,7920
77260,9875,NW PIONEER HILL RD,Local Access,1,172,Rural,172,1 North,1 North,172,NA,NA,6,4,NA,3,5,5,10,10,172,1720
79701,4370,NE SOUTH POWER DR,Local Access,1,785,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,785,0
79770,9725,GAMBLE WAY NE,Local Access,1,266,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,266,0
78580,9747,NW FERRY ST,Local Access,1,672,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,672,0
79660,7719,NE WHEELER ST,Local Access,1,416,Rural,416,1 North,1 North,416,NA,NA,6,4,NA,3,5,5,10,10,416,4160
78330,4531,NW MULHOLLAND BLVD,Local Access,1,247,Rural,247,1 North,1 North,247,NA,NA,3,3,NA,3,5,5,10,10,247,2470
78470,6539,LOFALL CT NW,Local Access,1,472,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,472,0
78330,5849,NW MULHOLLAND BLVD,Local Access,1,621,Rural,621,1 North,1 North,621,NA,NA,3,3,NA,3,5,5,10,10,621,6210
78330,4777,NW MULHOLLAND BLVD,Local Access,1,334,Rural,334,1 North,1 North,334,NA,NA,3,3,NA,3,5,5,10,10,334,3340
79660,4004,NE WHEELER ST,Local Access,1,1216,Rural,1216,1 North,1 North,1216,NA,NA,6,4,NA,3,5,5,10,10,1216,12160
78330,2110,NW MULHOLLAND BLVD,Local Access,1,224,Rural,224,1 North,1 North,224,NA,NA,3,3,NA,3,5,5,10,10,224,2240
78330,4107,NW MULHOLLAND BLVD,Local Access,1,366,Rural,366,1 North,1 North,366,NA,NA,3,3,NA,3,5,5,10,10,366,3660
