RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
40262,8907,SE MAHALI LN,Local Access,2,188,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188,0
40609,11159,SE SALMONBERRY RD,Major Collector,2,365,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,0
42976,7247,WEATHERS CT SE,Local Access,2,1181,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1181,0
42910,3487,JACKSON AVE SE,Minor Arterial,2,251,Urban,251,Port Orchard UGA,Port Orchard UGA,251,NA,NA,3,3,6,NA,1,1,2,2,251,502
43050,1565,AIKEN RD SE,Local Access,2,1308,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1308,0
40700,6990,SE LUND AVE,Major Collector,2,423,Urban,423,Port Orchard UGA,Port Orchard UGA,423,NA,NA,5,5,6,NA,1,1,2,2,423,846
42960,11895,BALSAM BLVD SE,Local Access,2,999,Urban,999,Port Orchard UGA,Port Orchard UGA,510,NA,3,NA,NA,5,NA,1,0,1,1,510,510
42910,11450,JACKSON AVE SE,Minor Arterial,2,354,Urban,354,Port Orchard UGA,Port Orchard UGA,354,NA,NA,3,3,6,NA,1,1,2,2,354,708
42910,12292,JACKSON AVE SE,Minor Arterial,2,209,Urban,209,Port Orchard UGA,Port Orchard UGA,209,NA,NA,3,3,6,NA,1,1,2,2,209,418
42930,11958,BRIARWOOD DR SE,Local Access,2,1346,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1346,0
42910,11247,JACKSON AVE SE,Minor Arterial,2,166,Urban,166,Port Orchard UGA,Port Orchard UGA,166,NA,NA,3,3,6,NA,1,1,2,2,166,332
42910,10839,JACKSON AVE SE,Minor Arterial,2,297,Urban,297,Port Orchard UGA,Port Orchard UGA,297,NA,NA,3,3,6,NA,1,1,2,2,297,594
42910,9597,JACKSON AVE SE,Minor Arterial,2,339,Urban,339,Port Orchard UGA,Port Orchard UGA,339,NA,NA,3,3,6,NA,1,1,2,2,339,678
34205,7452,SE CEDAR RD,Local Access,2,447,Urban,447,Port Orchard UGA,Port Orchard UGA,142,NA,NA,5,5,5,NA,2,2,4,4,142,568
34205,3729,SE CEDAR RD,Local Access,2,1175,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1175,0
34285,10349,ALONAH PL SE,Local Access,2,175,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,0
42910,10265,JACKSON AVE SE,Minor Arterial,2,201,Urban,201,Port Orchard UGA,Port Orchard UGA,201,NA,NA,3,3,6,NA,1,1,2,2,201,402
41370,12087,SEIFORD AVE SE,Local Access,2,1156,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1156,0
42910,11939,JACKSON AVE SE,Minor Arterial,2,549,Urban,549,Port Orchard UGA,Port Orchard UGA,549,NA,NA,3,3,6,NA,1,1,2,2,549,1098
34205,4353,SE CEDAR RD,Local Access,2,139,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,139,0
34263,12010,KC PL SE,Local Access,2,820,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,820,0
34291,3439,PERDEMCO AVE SE,Local Access,2,249,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,249,0
42910,11236,JACKSON AVE SE,Minor Arterial,2,278,Urban,278,Port Orchard UGA,Port Orchard UGA,270,NA,NA,3,3,6,NA,1,1,2,2,270,540
42910,11236,JACKSON AVE SE,Minor Arterial,2,278,Urban,278,Port Orchard UGA,Port Orchard UGA,7,NA,NA,3,3,6,NA,1,1,2,2,7,14
42910,9396,JACKSON AVE SE,Minor Arterial,2,313,Urban,313,Port Orchard UGA,Port Orchard UGA,13,NA,NA,3,3,6,NA,1,1,2,2,13,26
42910,9396,JACKSON AVE SE,Minor Arterial,2,313,Urban,313,Port Orchard UGA,Port Orchard UGA,300,NA,NA,3,3,6,NA,1,1,2,2,300,600
40700,11153,SE LUND AVE,Major Collector,2,218,Urban,218,Port Orchard UGA,Port Orchard UGA,218,NA,NA,5,5,6,NA,1,1,2,2,218,436
40700,10013,SE LUND AVE,Minor Arterial,2,209,Urban,209,Port Orchard UGA,Port Orchard UGA,201,NA,NA,8,8,6,NA,2,2,4,4,201,804
33350,3923,PHILLIPS RD SE,Local Access,2,1119,Urban,1119,Port Orchard UGA,Port Orchard UGA,1119,NA,NA,6,6,5,NA,2,2,4,4,1119,4476
34701,2812,GRANDRIDGE DR SE,Local Access,2,666,Urban,666,Port Orchard UGA,Port Orchard UGA,666,NA,NA,NA,3,5,NA,1,0,1,1,666,666
40500,11734,SE SERENADE WAY,Local Access,2,171,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,171,0
40304,12471,SE BAKKEN CT,Local Access,2,900,Urban,900,Port Orchard UGA,Port Orchard UGA,653,NA,NA,NA,1,5,NA,1,0,1,1,653,653
40304,12471,SE BAKKEN CT,Local Access,2,900,Urban,900,Port Orchard UGA,Port Orchard UGA,244,NA,NA,NA,1,5,NA,1,0,1,1,244,244
40270,12216,SE CALAVERAS ST,Local Access,2,390,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,390,0
40303,3292,SCHERMERHORN PL SE,Local Access,2,310,Urban,310,Port Orchard UGA,Port Orchard UGA,310,NA,NA,NA,1,5,NA,1,0,1,1,310,310
40230,11108,EASTWOOD AVE SE,Local Access,2,291,Urban,291,Port Orchard UGA,Port Orchard UGA,281,NA,NA,1,1,5,NA,1,1,2,2,281,562
40554,10023,BRANSON DR SE,Local Access,2,289,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,289,0
40200,9551,SE TRAVERA DR,Local Access,2,556,Urban,556,Port Orchard UGA,Port Orchard UGA,556,NA,NA,1,1,5,NA,1,1,2,2,556,1112
40554,9492,BRANSON DR SE,Local Access,2,201,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201,0
40620,9970,SE BERGER LN,Local Access,2,178,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,178,0
42910,8644,JACKSON AVE SE,Minor Arterial,2,333,Urban,333,Port Orchard UGA,Port Orchard UGA,333,NA,NA,3,3,6,NA,1,1,2,2,333,666
42910,7673,JACKSON AVE SE,Minor Arterial,2,326,Urban,326,Port Orchard UGA,Port Orchard UGA,99,NA,NA,3,3,6,NA,1,1,2,2,99,198
42910,7673,JACKSON AVE SE,Minor Arterial,2,326,Urban,326,Port Orchard UGA,Port Orchard UGA,226,NA,NA,3,3,6,NA,1,1,2,2,226,452
40681,7519,VILLA CT SE,Local Access,2,90,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,0
40700,4671,SE LUND AVE,Major Collector,2,482,Urban,482,Port Orchard UGA,Port Orchard UGA,0,NA,NA,8,8,6,NA,2,2,4,4,0,0
40700,4671,SE LUND AVE,Major Collector,2,482,Urban,482,Port Orchard UGA,Port Orchard UGA,482,NA,NA,5,5,6,NA,1,1,2,2,482,964
42910,3266,JACKSON AVE SE,Minor Arterial,2,489,Urban,489,Port Orchard UGA,Port Orchard UGA,489,NA,NA,3,3,6,NA,1,1,2,2,489,978
42910,3266,JACKSON AVE SE,Minor Arterial,2,489,Urban,489,Port Orchard UGA,Port Orchard UGA,2,NA,NA,3,3,6,NA,1,1,2,2,2,4
42951,3832,CEDAR CRESCENT DR SE,Local Access,2,475,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,475,0
40700,2610,SE LUND AVE,Minor Arterial,2,2002,Urban,2002,Port Orchard UGA,Port Orchard UGA,1208,NA,NA,8,8,6,NA,2,2,4,4,1208,4832
40700,2610,SE LUND AVE,Minor Arterial,2,2002,Urban,2002,Port Orchard UGA,Port Orchard UGA,177,NA,NA,8,8,6,NA,2,2,4,4,177,708
40700,2610,SE LUND AVE,Minor Arterial,2,2002,Urban,2002,Port Orchard UGA,Port Orchard UGA,616,NA,NA,8,8,6,NA,2,2,4,4,616,2464
43050,15237,AIKEN RD SE,Local Access,2,1056,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1056,0
42910,394,JACKSON AVE SE,Minor Arterial,2,154,Urban,154,Port Orchard UGA,Port Orchard UGA,154,NA,NA,3,3,6,NA,1,1,2,2,154,308
21107,15234,BETHEL RD SE,Minor Arterial,2,598,Urban,598,Port Orchard UGA,Port Orchard UGA,598,NA,NA,4,4,6,NA,1,1,2,2,598,1196
21107,7532,BETHEL RD SE,Minor Arterial,2,867,Urban,867,Port Orchard UGA,Port Orchard UGA,860,NA,NA,4,4,6,NA,1,1,2,2,860,1720
21107,7532,BETHEL RD SE,Minor Arterial,2,867,Urban,867,Port Orchard UGA,Port Orchard UGA,6,NA,NA,4,4,6,NA,1,1,2,2,6,12
34290,11217,CONVERSE AVE SE,Local Access,2,264,Urban,264,Port Orchard UGA,Port Orchard UGA,264,NA,NA,6,6,5,NA,2,2,4,4,264,1056
34290,11217,CONVERSE AVE SE,Local Access,2,264,Urban,264,Port Orchard UGA,Port Orchard UGA,0,NA,NA,6,6,5,NA,2,2,4,4,0,0
42910,7969,JACKSON AVE SE,Minor Arterial,2,140,Urban,140,Port Orchard UGA,Port Orchard UGA,140,NA,NA,3,3,6,NA,1,1,2,2,140,280
40398,1023,SE VALE RD,Local Access,2,156,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156,0
40270,7017,SE CALAVERAS ST,Local Access,2,425,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,425,0
40230,7708,EASTWOOD AVE SE,Local Access,2,254,Urban,254,Port Orchard UGA,Port Orchard UGA,18,NA,NA,1,1,5,NA,1,1,2,2,18,36
40230,7708,EASTWOOD AVE SE,Local Access,2,254,Urban,254,Port Orchard UGA,Port Orchard UGA,235,NA,NA,1,1,5,NA,1,1,2,2,235,470
40554,7409,BRANSON DR SE,Local Access,2,319,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,319,0
40500,5649,SE SERENADE WAY,Local Access,2,361,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,361,0
40554,9096,BRANSON DR SE,Local Access,2,308,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,308,0
40262,8177,SE MAHALI LN,Local Access,2,497,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497,0
40600,6566,SE BRANSON CT,Local Access,2,179,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,179,0
40202,5185,SE VILLA CARMEL DR,Local Access,2,306,Urban,306,Port Orchard UGA,Port Orchard UGA,132,NA,NA,1,1,5,NA,1,1,2,2,132,264
40202,5185,SE VILLA CARMEL DR,Local Access,2,306,Urban,306,Port Orchard UGA,Port Orchard UGA,174,NA,NA,1,1,5,NA,1,1,2,2,174,348
40200,5237,SE TRAVERA DR,Local Access,2,299,Urban,299,Port Orchard UGA,Port Orchard UGA,299,NA,NA,1,1,5,NA,1,1,2,2,299,598
40204,4546,SE BEECHCREST CT,Local Access,2,656,Urban,656,Port Orchard UGA,Port Orchard UGA,578,NA,NA,1,1,5,NA,1,1,2,2,578,1156
40398,4763,SE VALE RD,Local Access,2,185,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,185,0
42910,6556,JACKSON AVE SE,Minor Arterial,2,268,Urban,268,Port Orchard UGA,Port Orchard UGA,268,NA,NA,3,3,6,NA,1,1,2,2,268,536
40489,14877,SE ABERNATHY CT,Local Access,0,364,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,364,0
34289,6092,BONNIEVILLE PL SE,Local Access,2,626,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,626,0
34291,10769,PERDEMCO AVE SE,Local Access,2,2093,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2093,0
34450,11642,BRASCH RD SE,Local Access,2,1749,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1749,0
21107,11438,BETHEL RD SE,Minor Arterial,2,518,Urban,518,Port Orchard UGA,Port Orchard UGA,518,NA,NA,4,4,6,NA,1,1,2,2,518,1036
21107,9582,BETHEL RD SE,Minor Arterial,2,248,Urban,248,Port Orchard UGA,Port Orchard UGA,135,NA,NA,4,NA,6,NA,0,1,1,1,135,135
21107,9582,BETHEL RD SE,Minor Arterial,2,248,Urban,248,Port Orchard UGA,Port Orchard UGA,129,NA,NA,NA,4,6,NA,1,0,1,1,129,129
33350,5206,PHILLIPS RD SE,Local Access,2,757,Urban,757,Port Orchard UGA,Port Orchard UGA,744,NA,NA,6,6,5,NA,2,2,4,4,744,2976
34701,13170,GRANDRIDGE DR SE,Local Access,2,387,Urban,387,Port Orchard UGA,Port Orchard UGA,387,NA,NA,NA,3,5,NA,1,0,1,1,387,387
21107,8127,BETHEL RD SE,Minor Arterial,2,668,Urban,668,Port Orchard UGA,Port Orchard UGA,1,NA,NA,4,4,6,NA,1,1,2,2,1,2
21107,8127,BETHEL RD SE,Minor Arterial,2,668,Urban,668,Port Orchard UGA,Port Orchard UGA,667,NA,NA,4,4,6,NA,1,1,2,2,667,1334
40505,5806,SE TIBURON CT,Local Access,2,298,Urban,298,Port Orchard UGA,Port Orchard UGA,297,NA,NA,3,3,5,NA,1,1,2,2,297,594
40505,6373,SE TIBURON CT,Local Access,2,255,Urban,255,Port Orchard UGA,Port Orchard UGA,255,NA,NA,3,3,5,NA,1,1,2,2,255,510
40199,5963,TURLEY LOOP SE,Local Access,2,90,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,0
40620,12420,SE BERGER LN,Local Access,2,210,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210,0
40554,12368,BRANSON DR SE,Local Access,2,184,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,184,0
40620,10015,SE BERGER LN,Local Access,2,226,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,226,0
40620,9119,SE BERGER LN,Local Access,2,260,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260,0
40301,13307,OKANOGAN DR SE,Local Access,2,590,Urban,590,Port Orchard UGA,Port Orchard UGA,590,NA,NA,NA,1,5,NA,1,0,1,1,590,590
40205,12387,LAGUNA LN SE,Local Access,2,617,Urban,617,Port Orchard UGA,Port Orchard UGA,608,NA,NA,1,1,5,NA,1,1,2,2,608,1216
34490,12294,SHERLYN AVE SE,Local Access,2,1248,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1248,0
42950,10992,SE AZALEA AVE,Local Access,2,503,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,503,0
42950,7924,SE AZALEA AVE,Local Access,2,268,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,268,0
42950,5251,SE AZALEA AVE,Local Access,2,191,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,191,0
42920,5361,SE SUMMER PL,Local Access,2,530,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,530,0
40610,4487,BERGER PL SE,Local Access,2,176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
34450,3287,BRASCH RD SE,Local Access,2,533,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,533,0
40630,4072,COLONIAL LN SE,Local Access,2,1315,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1315,0
42940,1962,GREEN TREE DR SE,Local Access,2,546,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,546,0
34294,11781,SE CONVERSE CV,Local Access,2,169,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169,0
34701,7696,GRANDRIDGE DR SE,Local Access,2,268,Urban,268,Port Orchard UGA,Port Orchard UGA,268,NA,NA,NA,3,5,NA,1,0,1,1,268,268
40489,14876,SE ABERNATHY CT,Local Access,0,334,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,334,0
33350,3072,PHILLIPS RD SE,Local Access,2,542,Urban,542,Port Orchard UGA,Port Orchard UGA,542,NA,NA,6,6,5,NA,2,2,4,4,542,2168
33350,18186,PHILLIPS RD SE,Local Access,2,232,Urban,232,Port Orchard UGA,Port Orchard UGA,232,NA,NA,6,6,5,NA,2,2,4,4,232,928
34260,4285,SE ROSE RD,Local Access,2,1392,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1392,0
34470,8197,LAURA LN SE,Local Access,2,350,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,350,0
34701,9077,GRANDRIDGE DR SE,Local Access,2,1079,Urban,1079,Port Orchard UGA,Port Orchard UGA,1079,NA,NA,NA,3,5,NA,1,0,1,1,1079,1079
34701,5275,GRANDRIDGE DR SE,Local Access,2,252,Urban,252,Port Orchard UGA,Port Orchard UGA,252,NA,NA,NA,3,5,NA,1,0,1,1,252,252
34290,4617,CONVERSE AVE SE,Local Access,2,403,Urban,403,Port Orchard UGA,Port Orchard UGA,0,NA,NA,6,6,5,NA,2,2,4,4,0,0
34290,11118,CONVERSE AVE SE,Local Access,2,1064,Urban,1064,Port Orchard UGA,Port Orchard UGA,1064,NA,NA,6,6,5,NA,2,2,4,4,1064,4256
34290,5002,CONVERSE AVE SE,Local Access,2,337,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,337,0
34290,8086,CONVERSE AVE SE,Local Access,2,823,Urban,823,Port Orchard UGA,Port Orchard UGA,823,NA,NA,6,6,5,NA,2,2,4,4,823,3292
34290,6631,CONVERSE AVE SE,Local Access,2,303,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,303,0
34290,9959,CONVERSE AVE SE,Local Access,2,275,Urban,275,Port Orchard UGA,Port Orchard UGA,275,NA,NA,6,6,5,NA,2,2,4,4,275,1100
34290,564,CONVERSE AVE SE,Local Access,2,217,Urban,217,Port Orchard UGA,Port Orchard UGA,217,NA,NA,6,6,5,NA,2,2,4,4,217,868
34290,10507,CONVERSE AVE SE,Local Access,2,811,Urban,811,Port Orchard UGA,Port Orchard UGA,811,NA,NA,6,6,5,NA,2,2,4,4,811,3244
34460,8763,DANA DR SE,Local Access,2,764,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,764,0
40680,11633,SE FOREST VILLA CT,Local Access,2,1293,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1293,0
34450,7228,BRASCH RD SE,Local Access,2,513,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,513,0
21107,12778,BETHEL RD SE,Minor Arterial,2,1322,Urban,1322,Port Orchard UGA,Port Orchard UGA,1,NA,NA,4,4,6,NA,1,1,2,2,1,2
21107,12778,BETHEL RD SE,Minor Arterial,2,1322,Urban,1322,Port Orchard UGA,Port Orchard UGA,1320,NA,NA,4,4,6,NA,1,1,2,2,1320,2640
21107,11716,BETHEL RD SE,Minor Arterial,2,180,Urban,180,Port Orchard UGA,Port Orchard UGA,72,NA,NA,4,4,6,NA,1,1,2,2,72,144
21107,11716,BETHEL RD SE,Minor Arterial,2,180,Urban,180,Port Orchard UGA,Port Orchard UGA,172,NA,NA,4,4,6,NA,1,1,2,2,172,344
42910,15233,JACKSON AVE SE,Minor Arterial,2,106,Urban,106,Port Orchard UGA,Port Orchard UGA,106,NA,NA,3,3,6,NA,1,1,2,2,106,212
20509,9010,GLENWOOD RD SW,Minor Arterial,2,1063,Urban,1063,Port Orchard UGA,Port Orchard UGA,953,NA,NA,NA,4,6,NA,1,0,1,1,953,953
40302,9264,ABDULA PL SE,Local Access,2,156,Urban,156,Port Orchard UGA,Port Orchard UGA,156,5,NA,NA,1,5,NA,1,5,6,6,156,936
40190,9258,MALIBU CT SE,Local Access,2,129,Urban,129,Port Orchard UGA,Port Orchard UGA,118,NA,NA,1,1,5,NA,1,1,2,2,118,236
40202,452,SE VILLA CARMEL DR,Local Access,2,177,Urban,177,Port Orchard UGA,Port Orchard UGA,173,NA,NA,1,1,5,NA,1,1,2,2,173,346
40207,12788,PANCHO VILLA PL SE,Local Access,2,134,Urban,134,Port Orchard UGA,Port Orchard UGA,127,NA,NA,1,1,5,NA,1,1,2,2,127,254
40202,1252,SE VILLA CARMEL DR,Local Access,2,502,Urban,502,Port Orchard UGA,Port Orchard UGA,502,NA,NA,1,1,5,NA,1,1,2,2,502,1004
34480,6864,GRANADA PL SE,Local Access,2,966,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,966,0
40261,7487,MAHALI CT SE,Local Access,2,250,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,0
41130,4274,HOOVER AVE SE,Local Access,2,464,Urban,464,Port Orchard UGA,Port Orchard UGA,360,NA,3,NA,NA,5,NA,1,0,1,1,360,360
42960,2631,BALSAM BLVD SE,Local Access,2,183,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,183,0
42910,2479,JACKSON AVE SE,Minor Arterial,2,464,Urban,464,Port Orchard UGA,Port Orchard UGA,464,NA,NA,3,3,6,NA,1,1,2,2,464,928
34701,4904,GRANDRIDGE DR SE,Local Access,2,291,Urban,291,Port Orchard UGA,Port Orchard UGA,291,NA,NA,NA,3,5,NA,1,0,1,1,291,291
34701,467,GRANDRIDGE DR SE,Local Access,2,383,Urban,383,Port Orchard UGA,Port Orchard UGA,371,NA,NA,NA,3,5,NA,1,0,1,1,371,371
20509,16617,GLENWOOD RD SW,Minor Arterial,2,752,Urban,752,Port Orchard UGA,Port Orchard UGA,370,NA,NA,NA,4,6,NA,1,0,1,1,370,370
46890,7302,WARNER AVE SE,Local Access,2,374,Urban,374,Port Orchard UGA,Port Orchard UGA,0,NA,NA,2,1,5,NA,1,1,2,2,0,0
46890,8143,WARNER AVE SE,Local Access,2,413,Urban,413,Port Orchard UGA,Port Orchard UGA,413,NA,NA,2,1,5,NA,1,1,2,2,413,826
45720,1363,ASPEN ST SE,Local Access,2,195,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195,0
46930,259,MARLIN DR SE,Local Access,2,1037,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1037,0
46872,3493,KELP PL E,Local Access,2,400,Urban,400,Port Orchard UGA,Port Orchard UGA,385,NA,NA,2,NA,5,NA,0,1,1,1,385,385
46872,3493,KELP PL E,Local Access,2,400,Urban,400,Port Orchard UGA,Port Orchard UGA,395,NA,NA,NA,2,5,NA,1,0,1,1,395,395
46790,5173,WHITTIER AVE SE,Local Access,2,564,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,564,0
45720,6948,ASPEN ST SE,Local Access,2,348,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,348,0
45720,6011,ASPEN ST SE,Local Access,2,415,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,415,0
43935,8004,MADRONA DR SE,Local Access,2,252,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,252,0
43935,7837,MADRONA DR SE,Local Access,2,120,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,0
43800,6109,SE TAMARACK DR,Local Access,2,599,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,599,0
47010,31,BABY DOLL RD SE,Local Access,2,1948,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1948,0
46095,6363,EISENHOWER AVE SE,Local Access,2,755,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,755,0
43970,6323,LODGEPOLE DR SE,Local Access,2,565,Urban,565,Port Orchard UGA,Port Orchard UGA,536,3,NA,NA,NA,5,NA,0,1,1,1,536,536
43460,6520,SE CONIFER PARK DR,Local Access,2,798,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,798,0
43935,6974,MADRONA DR SE,Local Access,2,116,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,116,0
43010,14541,FRONTAGE RD SE,Local Access,2,27,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0
43935,10579,MADRONA DR SE,Local Access,2,320,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,320,0
43935,6945,MADRONA DR SE,Local Access,2,689,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,689,0
43560,5814,GRAND FIR PL SE,Local Access,2,536,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,536,0
41575,746,KARCHER RD SE,Local Access,2,591,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,591,0
46650,1172,E CALISTOGA CT,Local Access,2,749,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,749,0
47500,1695,E LIDSTROM HILL RD,Local Access,2,458,Urban,458,Port Orchard UGA,Port Orchard UGA,458,NA,NA,2,1,5,NA,1,1,2,2,458,916
41735,4982,HARDING AVE SE,Local Access,2,278,Urban,278,Port Orchard UGA,Port Orchard UGA,268,NA,5,NA,NA,5,NA,5,0,5,5,268,1340
42275,4289,SE SINCLAIR VIEW DR,Local Access,2,290,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,290,0
43460,1138,SE CONIFER PARK DR,Local Access,2,202,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,202,0
42490,9946,E 4TH ST,Local Access,2,205,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205,0
42490,504,E 4TH ST,Local Access,2,433,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,433,0
47590,599,E BANCROFT RD,Local Access,2,1146,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1146,0
46850,10170,LIDSTROM RD SE,Local Access,2,1171,Urban,1171,Port Orchard UGA,Port Orchard UGA,1171,NA,NA,2,2,5,NA,1,1,2,2,1171,2342
