RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,NAME,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
12050,19273,MISSION LAKE SHORE DR W,Local Access,1,490,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,490,0
54600,14276,NE RIDDELL RD,Minor Arterial,2,130,Urban,130,3 Central,3 Central,3,NA,NA,4,4,6,NA,1,1,2,2,3,6
56190,2711,OLD MILITARY RD NE,Major Collector,2,614,Urban,614,3 Central,3 Central,614,NA,NA,4,2,6,NA,1,1,2,2,614,1228
56190,16335,OLD MILITARY RD NE,Major Collector,2,491,Urban,491,3 Central,3 Central,491,NA,NA,4,2,6,NA,1,1,2,2,491,982
57005,9631,CANTERSHIRE AVE NE,Local Access,2,518,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518,0
56190,18626,OLD MILITARY RD NE,Major Collector,2,307,Urban,307,3 Central,3 Central,307,NA,NA,4,2,6,NA,1,1,2,2,307,614
56190,9914,OLD MILITARY RD NE,Major Collector,2,201,Urban,201,3 Central,3 Central,201,NA,NA,4,2,6,NA,1,1,2,2,201,402
59050,10407,CENTRAL VALLEY RD NE,Minor Arterial,2,442,Urban,442,3 Central,3 Central,442,NA,NA,5,5,6,NA,1,1,2,2,442,884
59050,10407,CENTRAL VALLEY RD NE,Minor Arterial,2,442,Urban,442,3 Central,3 Central,0,NA,NA,NA,5,6,NA,1,0,1,1,0,0
56791,3406,RIDGETOP BLVD NW,Principal Arterial,2,159,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0
57014,12983,NW BRIDLE RIDGE BLVD,Local Access,2,390,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,390,0
1009,19249,NW GROSS RD,Local Access,1,2561,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2561,0
50915,12273,ILLAHEE RD NE,Minor Arterial,2,198,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198,0
57070,12628,NE EDGAR RD,Local Access,2,277,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,277,0
56190,1761,OLD MILITARY RD NE,Major Collector,2,187,Urban,187,3 Central,3 Central,184,NA,NA,4,NA,6,NA,0,1,1,1,184,184
56190,1761,OLD MILITARY RD NE,Major Collector,2,187,Urban,187,3 Central,3 Central,1,NA,NA,4,2,6,NA,1,1,2,2,1,2
56190,1761,OLD MILITARY RD NE,Major Collector,2,187,Urban,187,3 Central,3 Central,187,NA,NA,NA,4,6,NA,1,0,1,1,187,187
56990,12093,NE WATSON CT,Local Access,2,649,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,649,0
58105,19259,IOKA WAY NW,Local Access,1,1029,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1029,0
18930,19266,LEBERS LN NW,Local Access,1,356,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,356,0
56986,3221,COVINA LOOP NE,Local Access,2,320,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,320,0
56986,9202,COVINA LOOP NE,Local Access,2,1477,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1477,0
56190,18627,OLD MILITARY RD NE,Major Collector,2,252,Urban,252,3 Central,3 Central,252,NA,NA,4,2,6,NA,1,1,2,2,252,504
57051,1926,ROANOKE PL NE,Local Access,2,212,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,0
56990,15071,NE WATSON CT,Local Access,2,607,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,607,0
56990,430,NE WATSON CT,Local Access,2,174,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,174,0
57290,12723,BROWNSVILLE HWY NE,Minor Arterial,2,493,Urban,493,3 Central,3 Central,283,NA,NA,3,2,6,NA,1,1,2,2,283,566
57290,12723,BROWNSVILLE HWY NE,Minor Arterial,2,493,Urban,493,3 Central,3 Central,209,NA,NA,3,2,6,NA,1,1,2,2,209,418
57740,10879,NW BUCKLIN HILL RD,Minor Arterial,2,1543,Urban,1543,3 Central,3 Central,1543,NA,NA,6,8,6,NA,2,2,4,4,1543,6172
56967,12507,HICKORY PL NE,Local Access,2,756,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,756,0
56998,7035,NW MEADOW LN,Local Access,2,564,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,564,0
56190,3715,OLD MILITARY RD NE,Major Collector,2,183,Urban,183,3 Central,3 Central,183,NA,NA,4,2,6,NA,1,1,2,2,183,366
56190,4128,OLD MILITARY RD NE,Major Collector,2,543,Urban,543,3 Central,3 Central,543,NA,NA,4,2,6,NA,1,1,2,2,543,1086
57001,6215,NE TOWNE RD,Local Access,2,243,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,243,0
54730,4722,5TH AVE NE,Local Access,2,657,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,657,0
55920,6754,NW HUCKLE DR,Local Access,2,534,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,534,0
55920,6349,NW HUCKLE DR,Local Access,2,1897,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1897,0
56950,1804,NELS NELSON RD NW,Minor Arterial,2,1335,Urban,1335,3 Central,3 Central,1335,NA,NA,4,4,6,NA,1,1,2,2,1335,2670
56950,1804,NELS NELSON RD NW,Minor Arterial,2,1335,Urban,1335,3 Central,3 Central,0,NA,NA,NA,4,6,NA,1,0,1,1,0,0
56950,431,NELS NELSON RD NW,Minor Arterial,2,1333,Urban,1333,3 Central,3 Central,1333,NA,NA,4,4,6,NA,1,1,2,2,1333,2666
56820,8979,NW SILVER ST,Local Access,2,236,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0
56820,11944,NW SILVER ST,Local Access,2,879,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,879,0
57014,1309,NW BRIDLE RIDGE BLVD,Local Access,2,694,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,694,0
56967,14170,HICKORY PL NE,Local Access,2,483,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,483,0
57009,3998,HILLRISE CT NE,Local Access,2,636,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,636,0
56950,3409,NELS NELSON RD NW,Minor Arterial,1,708,Rural,708,3 Central,3 Central,708,NA,NA,4,4,NA,4,5,5,10,10,708,7080
57003,2836,CANTERSHIRE CT NE,Local Access,2,256,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,256,0
57007,6269,HILLRISE PL NE,Local Access,2,314,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,0
54860,8144,NE ARIZONA ST,Local Access,2,231,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,231,0
50915,317,ILLAHEE RD NE,Minor Arterial,2,212,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,0
56185,1162,NE MAGNUM CT,Local Access,2,332,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332,0
56193,907,OVERLOOK CIR NE,Local Access,2,453,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,453,0
57015,11007,NW SOLNAE PL,Local Access,2,400,Urban,400,3 Central,3 Central,399,3,NA,NA,NA,5,NA,0,1,1,1,399,399
57011,1330,CANTERSHIRE PL NE,Local Access,2,463,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,463,0
55920,5397,NW HUCKLE DR,Local Access,2,182,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,0
57290,13068,BROWNSVILLE HWY NE,Minor Arterial,2,161,Urban,161,3 Central,3 Central,161,NA,NA,3,2,6,NA,1,1,2,2,161,322
57012,385,NE TOWNE CT,Local Access,2,142,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,142,0
57008,1727,NE TOWNE PL,Local Access,2,129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0
57001,12394,TOWNE RD NE,Local Access,2,508,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,508,0
54860,854,NE ARIZONA ST,Local Access,2,537,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,537,0
56191,10631,NE STEELE CREEK DR,Local Access,2,211,Urban,211,3 Central,3 Central,15,NA,3,NA,NA,5,NA,1,0,1,1,15,15
56191,11648,NE STEELE CREEK DR,Local Access,2,1111,Urban,1111,3 Central,3 Central,942,NA,3,NA,NA,5,NA,1,0,1,1,942,942
56191,11648,NE STEELE CREEK DR,Local Access,2,1111,Urban,1111,3 Central,3 Central,102,3,NA,NA,NA,5,NA,0,1,1,1,102,102
56192,6268,STEELE CREEK LOOP NE,Local Access,2,1461,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1461,0
56191,8438,NE STEELE CREEK DR,Local Access,2,208,Urban,208,3 Central,3 Central,23,NA,3,NA,NA,5,NA,1,0,1,1,23,23
56200,2070,NE SHADYBROOK CT,Local Access,2,564,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,564,0
56500,10188,NE WINTERS RD,Local Access,2,1188,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1188,0
56191,4383,NE STEELE CREEK DR,Local Access,2,332,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332,0
56950,5016,NELS NELSON RD NW,Minor Arterial,1,635,Rural,635,3 Central,3 Central,635,NA,NA,4,4,NA,4,5,5,10,10,635,6350
57006,14318,TOWNE RD NE,Local Access,2,100,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0
56195,8806,NE GLUDS POND ST,Local Access,2,730,Urban,730,3 Central,3 Central,137,NA,NA,NA,4,5,NA,1,0,1,1,137,137
56195,8806,NE GLUDS POND ST,Local Access,2,730,Urban,730,3 Central,3 Central,309,NA,NA,4,NA,5,NA,0,1,1,1,309,309
57021,262,SUNGATE PL NE,Local Access,2,1322,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1322,0
56991,12066,WATSON PL NE,Local Access,2,714,Urban,714,3 Central,3 Central,709,NA,3,NA,NA,5,NA,1,0,1,1,709,709
56200,3736,NE SHADYBROOK CT,Local Access,2,436,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,436,0
50915,8286,ILLAHEE RD NE,Minor Arterial,2,682,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,682,0
54845,4637,6TH AVE NE,Local Access,2,608,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,608,0
50915,12944,ILLAHEE RD NE,Minor Arterial,2,641,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,641,0
54880,11459,NE OREGON ST,Local Access,2,275,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,275,0
50915,4902,ILLAHEE RD NE,Minor Arterial,2,644,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,644,0
50915,7727,ILLAHEE RD NE,Minor Arterial,2,668,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,668,0
54840,10299,NE CALIFORNIA ST,Local Access,2,259,Urban,259,3 Central,3 Central,259,NA,NA,2,NA,5,NA,0,1,1,1,259,259
50915,13017,ILLAHEE RD NE,Minor Arterial,2,245,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,245,0
57001,4537,NE TOWNE RD,Local Access,2,625,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,625,0
57001,8968,NE TOWNE RD,Local Access,2,497,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497,0
57001,9606,NE TOWNE RD,Local Access,2,359,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,359,0
57025,4113,KAROLENA PL NE,Local Access,2,521,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,521,0
57002,14316,TOWNE RD NE,Local Access,2,99,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99,0
57026,998,FOSTER GROVE CT NE,Local Access,2,391,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,391,0
57020,8552,NE WILLIAM E SUTTON RD,Local Access,2,658,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,658,0
56190,4608,OLD MILITARY RD NE,Major Collector,2,260,Urban,260,3 Central,3 Central,260,NA,NA,4,4,6,NA,1,1,2,2,260,520
54840,9710,NE CALIFORNIA ST,Local Access,2,267,Urban,267,3 Central,3 Central,266,NA,NA,2,NA,5,NA,0,1,1,1,266,266
57004,5486,NW BRIDLE RIDGE PL,Local Access,2,702,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,702,0
57020,12130,NE WILLIAM E SUTTON RD,Local Access,2,2230,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2230,0
57020,2697,NE WILLIAM E SUTTON RD,Local Access,2,1209,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1209,0
57000,3685,NE FOSTER RD,Local Access,2,712,Urban,712,3 Central,3 Central,712,NA,NA,4,4,5,NA,1,1,2,2,712,1424
57000,3685,NE FOSTER RD,Local Access,2,712,Urban,712,3 Central,3 Central,0,NA,NA,NA,4,5,NA,1,0,1,1,0,0
57000,1939,NE FOSTER RD,Local Access,2,120,Urban,120,3 Central,3 Central,0,NA,NA,4,NA,5,NA,0,1,1,1,0,0
57000,1939,NE FOSTER RD,Local Access,2,120,Urban,120,3 Central,3 Central,120,NA,NA,4,4,5,NA,1,1,2,2,120,240
57000,8221,NE FOSTER RD,Local Access,2,164,Urban,164,3 Central,3 Central,164,NA,NA,4,4,5,NA,1,1,2,2,164,328
57000,3655,NE FOSTER RD,Local Access,2,819,Urban,819,3 Central,3 Central,819,NA,NA,4,4,5,NA,1,1,2,2,819,1638
57000,3051,NE FOSTER RD,Local Access,2,493,Urban,493,3 Central,3 Central,493,NA,NA,4,4,5,NA,1,1,2,2,493,986
57000,6727,NE FOSTER RD,Local Access,2,318,Urban,318,3 Central,3 Central,0,NA,NA,4,NA,5,NA,0,1,1,1,0,0
57000,6727,NE FOSTER RD,Local Access,2,318,Urban,318,3 Central,3 Central,318,NA,NA,4,4,5,NA,1,1,2,2,318,636
54870,11644,SANDY RD NE,Local Access,2,464,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,464,0
57000,8402,NE FOSTER RD,Local Access,2,81,Urban,81,3 Central,3 Central,81,NA,NA,4,4,5,NA,1,1,2,2,81,162
56210,7022,NE OPAL CT,Local Access,2,658,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,658,0
57000,13280,NE FOSTER RD,Local Access,2,510,Urban,510,3 Central,3 Central,510,NA,NA,4,4,5,NA,1,1,2,2,510,1020
57000,13280,NE FOSTER RD,Local Access,2,510,Urban,510,3 Central,3 Central,0,NA,NA,NA,4,5,NA,1,0,1,1,0,0
57001,14317,TOWNE RD NE,Local Access,2,284,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0
56967,8474,HICKORY PL NE,Local Access,2,271,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,271,0
12250,9686,KINGSWAY W,Local Access,1,1584,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1584,0
10470,8850,TEKIU RD NW,Local Access,1,2192,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2192,0
10520,10024,NELLITA RD NW,Local Access,1,2030,Rural,2030,3 Central,3 Central,2030,NA,NA,2,2,NA,3,1,1,2,2,2030,4060
10510,9114,NW HINTZVILLE RD,Local Access,1,2323,Rural,2323,3 Central,3 Central,2317,NA,NA,2,2,NA,3,1,1,2,2,2317,4634
10520,8617,NELLITA RD NW,Local Access,1,307,Rural,307,3 Central,3 Central,307,NA,NA,2,2,NA,3,1,1,2,2,307,614
10520,8174,NELLITA RD NW,Local Access,1,1275,Rural,1275,3 Central,3 Central,1275,NA,NA,2,2,NA,3,1,1,2,2,1275,2550
10520,6612,NELLITA RD NW,Local Access,1,1181,Rural,1181,3 Central,3 Central,43,NA,NA,2,2,NA,3,1,1,2,2,43,86
11090,8101,PRIDDY VISTA RD NW,Local Access,1,440,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,440,0
10520,5708,NELLITA RD NW,Local Access,1,1583,Rural,1583,3 Central,3 Central,1583,NA,NA,2,2,NA,3,1,1,2,2,1583,3166
11070,7372,MIAMI BEACH RD NW,Local Access,1,1323,Rural,1323,3 Central,3 Central,266,NA,NA,2,2,NA,3,1,1,2,2,266,532
11070,7372,MIAMI BEACH RD NW,Local Access,1,1323,Rural,1323,3 Central,3 Central,1056,NA,NA,2,2,NA,3,1,1,2,2,1056,2112
10812,7419,HONEYCOMB CT NW,Local Access,1,313,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,313,0
12250,7767,KINGSWAY W,Local Access,1,464,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,464,0
19519,4356,CHICO WAY NW,Minor Arterial,1,610,Rural,610,3 Central,3 Central,610,NA,NA,6,6,NA,4,5,5,10,10,610,6100
19519,11694,CHICO WAY NW,Minor Arterial,1,77,Rural,77,3 Central,3 Central,77,NA,NA,6,6,NA,4,5,5,10,10,77,770
10520,18429,NELLITA RD NW,Local Access,1,297,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,297,0
12720,5556,NW DOLLY VARDEN LN,Local Access,1,322,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,322,0
12660,5562,NW SYMES RD,Local Access,1,1095,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1095,0
13429,5307,NW NEWBERRY HILL RD,Minor Arterial,1,850,Rural,850,3 Central,3 Central,176,NA,NA,8,8,NA,4,5,5,10,10,176,1760
13429,5307,NW NEWBERRY HILL RD,Minor Arterial,1,850,Rural,850,3 Central,3 Central,672,NA,NA,8,8,NA,4,5,5,10,10,672,6720
12782,4075,NW CANYON TRL,Local Access,1,1001,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1001,0
11500,2677,NW ONE MILE RD,Local Access,1,1442,Rural,1442,3 Central,3 Central,1442,NA,NA,2,2,NA,3,1,1,2,2,1442,2884
12270,1551,FERN LN W,Local Access,1,328,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,328,0
13429,1928,NW NEWBERRY HILL RD,Minor Arterial,1,2028,Rural,2028,3 Central,3 Central,686,NA,NA,8,8,NA,4,5,5,10,10,686,6860
13429,1928,NW NEWBERRY HILL RD,Minor Arterial,1,2028,Rural,2028,3 Central,3 Central,1185,NA,NA,8,NA,NA,4,0,5,5,5,1185,5925
13429,1928,NW NEWBERRY HILL RD,Minor Arterial,1,2028,Rural,2028,3 Central,3 Central,11,NA,NA,8,8,NA,4,5,5,10,10,11,110
13429,1928,NW NEWBERRY HILL RD,Minor Arterial,1,2028,Rural,2028,3 Central,3 Central,145,NA,NA,8,8,NA,4,5,5,10,10,145,1450
12258,1128,W PINEHURST WAY,Local Access,1,322,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,322,0
12253,6117,NW RHODODENDRON DR,Local Access,1,369,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,369,0
11070,6338,MIAMI BEACH RD NW,Local Access,1,1225,Rural,1225,3 Central,3 Central,1225,NA,NA,2,2,NA,3,1,1,2,2,1225,2450
11240,7114,COLUMBINE PL NW,Local Access,1,628,Rural,628,3 Central,3 Central,628,NA,NA,3,3,NA,3,5,5,10,10,628,6280
10811,6266,NW HONEYHILL LOOP,Local Access,1,57,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,0
13876,6843,LORIE CT NW,Local Access,2,142,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,142,0
13650,6751,GRAYSTONE WAY NW,Local Access,1,1371,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1371,0
19620,8299,NW ERLANDS CT,Local Access,1,523,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,523,0
12590,508,GREEN MOUNTAIN RD NW,Local Access,1,546,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,546,0
13429,231,NW NEWBERRY HILL RD,Minor Arterial,1,144,Rural,144,3 Central,3 Central,142,NA,NA,8,8,NA,4,5,5,10,10,142,1420
13429,231,NW NEWBERRY HILL RD,Minor Arterial,1,144,Rural,144,3 Central,3 Central,1,NA,NA,8,8,NA,4,5,5,10,10,1,10
12720,13293,NW DOLLY VARDEN LN,Local Access,1,532,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,532,0
12804,5073,NW KLAHANIE PL,Local Access,1,787,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,787,0
12768,13903,STEELHEAD DR NW,Local Access,1,421,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,421,0
11725,7046,NW MARKS RD,Local Access,1,1675,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1675,0
11725,2972,NW MARKS RD,Local Access,1,1932,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1932,0
13739,811,WILLAMETTE MERIDIAN RD NW,Local Access,2,502,Urban,502,3 Central,3 Central,502,NA,NA,5,5,5,NA,2,2,4,4,502,2008
11550,39,PETER HAGEN RD NW,Local Access,1,4385,Rural,4385,3 Central,3 Central,4373,NA,NA,2,2,NA,3,1,1,2,2,4373,8746
11550,39,PETER HAGEN RD NW,Local Access,1,4385,Rural,4385,3 Central,3 Central,11,NA,NA,2,2,NA,3,1,1,2,2,11,22
13549,4825,NW ANDERSON HILL RD,Major Collector,1,1417,Rural,1417,3 Central,3 Central,48,NA,NA,4,4,NA,6,3,3,6,6,48,288
13549,4825,NW ANDERSON HILL RD,Major Collector,1,1417,Rural,1417,3 Central,3 Central,1369,NA,NA,4,4,NA,6,3,3,6,6,1369,8214
10330,41,ALLAN KING RD W,Local Access,1,974,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,974,0
12783,4221,ICICLE PL NW,Local Access,1,975,Rural,975,3 Central,3 Central,972,NA,NA,4,NA,NA,3,0,5,5,5,972,4860
12995,3631,LAKEVIEW CT NW,Local Access,1,482,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,482,0
10520,4781,NELLITA RD NW,Local Access,1,3978,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3978,0
12790,9126,CHUM LN NW,Local Access,1,454,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,454,0
12777,5117,WENATCHEE PL NW,Local Access,1,935,Rural,935,3 Central,3 Central,665,NA,4,NA,NA,NA,3,5,0,5,5,665,3325
12777,5117,WENATCHEE PL NW,Local Access,1,935,Rural,935,3 Central,3 Central,271,NA,NA,4,4,NA,3,5,5,10,10,271,2710
19201,11849,DYES INLET RD NW,Local Access,1,470,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,470,0
19515,12112,SILVERDALE WAY NW,Principal Arterial,2,323,Urban,323,3 Central,3 Central,35,NA,8,NA,NA,6,NA,5,0,5,5,35,175
19515,12112,SILVERDALE WAY NW,Principal Arterial,2,323,Urban,323,3 Central,3 Central,323,NA,NA,12,2,6,NA,1,2,3,3,323,969
19515,10380,SILVERDALE WAY NW,Principal Arterial,2,2242,Urban,2242,3 Central,3 Central,2240,NA,NA,7,7,6,NA,2,2,4,4,2240,8960
19515,10380,SILVERDALE WAY NW,Principal Arterial,2,2242,Urban,2242,3 Central,3 Central,1,NA,NA,12,2,6,NA,1,2,3,3,1,3
19515,10797,SILVERDALE WAY NW,Principal Arterial,2,332,Urban,332,3 Central,3 Central,128,NA,8,NA,NA,6,NA,5,0,5,5,128,640
19515,10797,SILVERDALE WAY NW,Principal Arterial,2,332,Urban,332,3 Central,3 Central,332,NA,NA,12,2,6,NA,1,2,3,3,332,996
11709,3110,SEABECK HWY NW,Minor Arterial,1,1045,Rural,1045,3 Central,3 Central,1025,NA,NA,3,3,NA,4,1,1,2,2,1025,2050
11709,3110,SEABECK HWY NW,Minor Arterial,1,1045,Rural,1045,3 Central,3 Central,20,NA,NA,3,3,NA,4,1,1,2,2,20,40
11709,4650,SEABECK HWY NW,Minor Arterial,1,3564,Rural,3564,3 Central,3 Central,3564,NA,NA,2,6,NA,4,5,1,6,6,3564,21384
57080,19274,NE STRAND RD,Local Access,2,179,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,179,0
57080,5430,NE STRAND RD,Local Access,2,443,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,443,0
11650,3884,LEWIS RD NW,Local Access,1,313,Rural,313,3 Central,3 Central,313,NA,NA,2,2,NA,3,1,1,2,2,313,626
11650,14213,LEWIS RD NW,Local Access,1,245,Rural,245,3 Central,3 Central,7,NA,NA,2,2,NA,3,1,1,2,2,7,14
11650,14213,LEWIS RD NW,Local Access,1,245,Rural,245,3 Central,3 Central,237,NA,NA,2,2,NA,3,1,1,2,2,237,474
13424,5585,NW BIG BIRD DR,Local Access,1,654,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,654,0
12880,13049,NW WILDCAT LAKE RD,Local Access,1,2483,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2483,0
