RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
54670,11028,FIR DR NE,Local Access,2,369,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,369,0
54670,1284,FIR DR NE,Local Access,2,795,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,795,0
54810,4800,MADRONA AVE NE,Local Access,2,1689,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1689,0
56416,357,CAMANO CT NW,Local Access,2,106,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106,0
50915,1094,ILLAHEE RD NE,Minor Arterial,2,890,Urban,890,Central Kitsap UGA,Central Kitsap UGA,890,NA,NA,2,2,6,NA,1,1,2,2,890,1780
50915,4027,ILLAHEE RD NE,Minor Arterial,2,771,Urban,771,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,2,2,6,NA,1,1,2,2,0,0
55275,5896,TRACYTON BLVD NW,Minor Arterial,2,1913,Urban,1913,Central Kitsap UGA,Central Kitsap UGA,273,NA,NA,NA,4,6,NA,1,0,1,1,273,273
55275,5896,TRACYTON BLVD NW,Minor Arterial,2,1913,Urban,1913,Central Kitsap UGA,Central Kitsap UGA,427,NA,NA,4,NA,6,NA,0,1,1,1,427,427
51670,3873,NE WOODS PL,Local Access,2,887,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,887,0
54310,14919,NE ALL VIEW BLVD,Local Access,2,311,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,311,0
54818,15150,NE OCASTA ST,Local Access,2,101,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,101,0
56994,3930,NE SILVER PINE DR,Local Access,2,411,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,411,0
56994,3104,NE SILVER PINE DR,Local Access,2,352,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,352,0
56994,1615,NE SILVER PINE DR,Local Access,2,414,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,414,0
56344,12436,THASOS AVE NE,Local Access,2,1071,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1071,0
54802,12024,TYEE PL NE,Local Access,2,69,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69,0
54600,74,NW RIDDELL RD,Minor Arterial,2,255,Urban,255,Central Kitsap UGA,Central Kitsap UGA,255,NA,NA,NA,5,6,NA,1,0,1,1,255,255
54600,74,NW RIDDELL RD,Minor Arterial,2,255,Urban,255,Central Kitsap UGA,Central Kitsap UGA,1,NA,NA,NA,5,6,NA,1,0,1,1,1,1
54600,11884,NE RIDDELL RD,Minor Arterial,2,964,Urban,964,Central Kitsap UGA,Central Kitsap UGA,964,NA,NA,NA,5,6,NA,1,0,1,1,964,964
54600,11884,NE RIDDELL RD,Minor Arterial,2,964,Urban,964,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,6,6,NA,2,0,2,2,0,0
54600,2060,NE RIDDELL RD,Minor Arterial,2,543,Urban,543,Central Kitsap UGA,Central Kitsap UGA,18,NA,NA,NA,4,6,NA,1,0,1,1,18,18
54600,2060,NE RIDDELL RD,Minor Arterial,2,543,Urban,543,Central Kitsap UGA,Central Kitsap UGA,267,NA,NA,NA,6,6,NA,2,0,2,2,267,534
56321,10995,TROY LN NE,Local Access,2,988,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,988,0
54600,5916,NE RIDDELL RD,Minor Arterial,2,373,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,373,0
56994,10564,NE SILVER PINE DR,Local Access,2,199,Urban,199,Central Kitsap UGA,Central Kitsap UGA,199,3,NA,NA,NA,5,NA,1,0,1,1,199,199
56353,10573,TRICA AVE NE,Local Access,2,232,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,232,0
55370,10535,JOHNSON ST NW,Local Access,2,405,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,405,0
55670,11514,HYLEN AVE NE,Local Access,2,325,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,325,0
57030,11229,NW FAIRWOOD WAY,Local Access,2,319,Urban,319,Central Kitsap UGA,Central Kitsap UGA,308,3,NA,NA,NA,5,NA,1,0,1,1,308,308
54804,5522,NE MAKAH CT,Local Access,2,159,Urban,159,Central Kitsap UGA,Central Kitsap UGA,142,NA,NA,1,1,5,NA,1,1,2,2,142,284
56140,7351,NE MCWILLIAMS RD,Minor Arterial,2,519,Urban,519,Central Kitsap UGA,Central Kitsap UGA,519,NA,NA,4,4,6,NA,1,1,2,2,519,1038
56330,4395,CLOVER BLOSSOM LN NE,Local Access,2,201,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201,0
56140,15145,NE MCWILLIAMS RD,Minor Arterial,2,172,Urban,172,Central Kitsap UGA,Central Kitsap UGA,172,NA,NA,4,4,6,NA,1,1,2,2,172,344
51740,7744,NE SUTTON PL,Local Access,2,524,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,524,0
51760,71,NE MELANIE CT,Local Access,2,515,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,515,0
54930,1477,NAVAJO TRL NE,Local Access,2,854,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,854,0
51762,7319,NE PINECREST DR,Local Access,2,176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
56960,3008,NE CONIFER DR,Local Access,2,186,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186,0
51762,1419,NE PINECREST DR,Local Access,2,340,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,340,0
54832,4294,LIVERPOOL CT NE,Local Access,2,371,Urban,371,Central Kitsap UGA,Central Kitsap UGA,328,NA,NA,6,1,5,NA,1,2,3,3,328,984
56960,11993,NE CONIFER DR,Local Access,2,661,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,661,0
56411,3064,OAK PARK DR NW,Local Access,2,189,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,189,0
56411,11344,OAK PARK DR NW,Local Access,2,379,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,379,0
56962,7016,NE HAZELWOOD PL,Local Access,2,561,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,561,0
56403,7389,BRIDLE VIEW CT NW,Local Access,2,192,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,192,0
53975,8518,ALMIRA DR NE,Local Access,2,2642,Urban,2642,Central Kitsap UGA,Central Kitsap UGA,1181,5,NA,NA,NA,5,NA,5,0,5,5,1181,5905
53975,8518,ALMIRA DR NE,Local Access,2,2642,Urban,2642,Central Kitsap UGA,Central Kitsap UGA,776,NA,NA,6,4,5,NA,1,2,3,3,776,2328
54950,5594,UNIVERSITY POINT CIR NE,Local Access,2,325,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,325,0
54950,12042,UNIVERSITY POINT CIR NE,Local Access,2,501,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,501,0
56160,8011,NE WINSTON DR,Local Access,2,235,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,235,0
56160,9192,NE WINSTON DR,Local Access,2,247,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247,0
56401,11305,BRIDLE VALE BLVD NW,Local Access,2,471,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,471,0
56320,11311,JOHNSON RD NE,Local Access,2,993,Urban,993,Central Kitsap UGA,Central Kitsap UGA,497,NA,NA,1,1,5,NA,1,1,2,2,497,994
54803,12121,NE QUINAULT DR,Local Access,2,409,Urban,409,Central Kitsap UGA,Central Kitsap UGA,409,NA,NA,1,1,5,NA,1,1,2,2,409,818
56250,12147,TREEMONT LN NE,Local Access,2,372,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,0
56640,12070,NE GOLDEN ROD AVE,Local Access,2,270,Urban,270,Central Kitsap UGA,Central Kitsap UGA,270,NA,NA,3,3,5,NA,1,1,2,2,270,540
56409,7686,NE FAIRGROUNDS RD,Minor Arterial,2,605,Urban,605,Central Kitsap UGA,Central Kitsap UGA,605,NA,NA,5,5,6,NA,1,1,2,2,605,1210
56409,7686,NE FAIRGROUNDS RD,Minor Arterial,2,605,Urban,605,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,5,6,NA,1,0,1,1,0,0
56346,5739,NE 73RD ST,Local Access,2,236,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0
56640,10056,NE GOLDEN ROD AVE,Local Access,2,370,Urban,370,Central Kitsap UGA,Central Kitsap UGA,370,NA,NA,3,3,5,NA,1,1,2,2,370,740
56425,10545,TIBARDIS RD NW,Local Access,2,296,Urban,296,Central Kitsap UGA,Central Kitsap UGA,296,NA,NA,5,NA,5,NA,0,2,2,2,296,592
56351,10548,GREVENA AVE NE,Local Access,2,801,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,801,0
56561,8973,WEMBLY AVE NE,Local Access,2,754,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,754,0
54475,9008,SUNSET AVE NE,Local Access,2,1009,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1009,0
54475,6728,SUNSET AVE NE,Local Access,2,409,Urban,409,Central Kitsap UGA,Central Kitsap UGA,409,NA,NA,NA,3,5,NA,1,0,1,1,409,409
54475,7165,SUNSET AVE NE,Local Access,2,661,Urban,661,Central Kitsap UGA,Central Kitsap UGA,12,NA,NA,1,1,5,NA,1,1,2,2,12,24
54475,7165,SUNSET AVE NE,Local Access,2,661,Urban,661,Central Kitsap UGA,Central Kitsap UGA,648,NA,NA,1,1,5,NA,1,1,2,2,648,1296
54475,8210,SUNSET AVE NE,Local Access,2,314,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,0
56353,9260,TRICA AVE NE,Local Access,2,262,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,262,0
56503,10018,OXBOW AVE NE,Local Access,2,173,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,0
56533,9764,AUTUMN HILLS PL NE,Local Access,2,597,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,597,0
56550,9665,LAZY S LN NE,Local Access,2,381,Urban,381,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,3,NA,5,NA,0,1,1,1,0,0
56550,9665,LAZY S LN NE,Local Access,2,381,Urban,381,Central Kitsap UGA,Central Kitsap UGA,381,NA,NA,3,3,5,NA,1,1,2,2,381,762
54950,10700,UNIVERSITY POINT CIR NE,Local Access,2,408,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,408,0
54950,13183,UNIVERSITY POINT CIR NE,Local Access,2,144,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,144,0
56190,12335,OLD MILITARY RD NE,Major Collector,2,381,Urban,381,Central Kitsap UGA,Central Kitsap UGA,381,NA,NA,4,4,6,NA,1,1,2,2,381,762
54950,1922,UNIVERSITY POINT CIR NE,Local Access,2,483,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,483,0
56983,10026,NE COCO CT,Local Access,2,823,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,823,0
56190,12143,OLD MILITARY RD NE,Major Collector,2,288,Urban,288,Central Kitsap UGA,Central Kitsap UGA,288,NA,NA,4,4,6,NA,1,1,2,2,288,576
56984,11977,NE LOMBARD CT,Local Access,2,884,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,884,0
56190,11112,OLD MILITARY RD NE,Major Collector,2,442,Urban,442,Central Kitsap UGA,Central Kitsap UGA,442,NA,NA,4,4,6,NA,1,1,2,2,442,884
55700,4358,NE VENA AVE,Local Access,2,533,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,533,0
56560,10072,NE JOHN CARLSON RD,Major Collector,2,339,Urban,339,Central Kitsap UGA,Central Kitsap UGA,99,NA,NA,NA,5,6,NA,1,0,1,1,99,99
55700,8531,NE VENA AVE,Local Access,2,670,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,670,0
56500,10003,NE WINTERS RD,Local Access,2,138,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,138,0
56407,6684,WOODRIDGE LN NW,Local Access,2,147,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,147,0
54958,8557,NE BELMONT PL,Local Access,2,312,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,312,0
54960,9147,NE HYAK WAY,Local Access,2,1128,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1128,0
55540,12948,NE VENA ST,Local Access,2,157,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,0
56261,10218,ST CHARLES LN NE,Local Access,2,52,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52,0
56261,974,ST CHARLES LN NE,Local Access,2,132,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,132,0
50909,4550,PERRY AVE NE,Minor Arterial,2,903,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,903,0
50915,12374,ILLAHEE RD NE,Minor Arterial,2,120,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,0
57014,6943,NW BRIDLE RIDGE BLVD,Local Access,2,978,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978,0
50915,5302,ILLAHEE RD NE,Minor Arterial,2,280,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,280,0
54830,4434,OCEAN VIEW BLVD NE,Minor Arterial,2,410,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,410,0
56190,3733,OLD MILITARY RD NE,Major Collector,2,1785,Urban,1785,Central Kitsap UGA,Central Kitsap UGA,1785,NA,NA,4,4,6,NA,1,1,2,2,1785,3570
56190,3733,OLD MILITARY RD NE,Major Collector,2,1785,Urban,1785,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,4,6,NA,1,0,1,1,0,0
50915,11668,ILLAHEE RD NE,Minor Arterial,2,173,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,0
54953,11096,CHINOOK WAY NE,Local Access,2,635,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,635,0
54953,5385,CHINOOK WAY NE,Local Access,2,289,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,289,0
54818,5965,NE OCASTA ST,Local Access,2,346,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,346,0
55960,3521,NW MOSHER CANYON RD,Local Access,2,727,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,727,0
56435,222,NW WOODLAWN CT,Local Access,2,64,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64,0
56407,252,WOODRIDGE LN NW,Local Access,2,596,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,596,0
56139,9604,NE MCWILLIAMS CT,Local Access,2,2173,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2173,0
55980,7947,NW BROOKWOOD LN,Local Access,2,709,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,709,0
55095,4369,NAOMI ST NW,Local Access,2,660,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,660,0
55160,8940,NW TRACY AVE,Local Access,2,294,Urban,294,Central Kitsap UGA,Central Kitsap UGA,293,NA,NA,8,8,5,NA,2,2,4,4,293,1172
55160,11076,NW TRACY AVE,Local Access,2,257,Urban,257,Central Kitsap UGA,Central Kitsap UGA,257,NA,NA,8,8,5,NA,2,2,4,4,257,1028
56325,9515,HELENA DR NE,Local Access,2,586,Urban,586,Central Kitsap UGA,Central Kitsap UGA,586,NA,NA,1,1,5,NA,1,1,2,2,586,1172
56330,9531,CLOVER BLOSSOM LN NE,Local Access,2,377,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,377,0
56270,4802,BENTLEY CIR NE,Local Access,2,638,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,638,0
56374,1499,NE MARWOOD DR,Local Access,2,420,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,420,0
56560,10399,NE JOHN CARLSON RD,Major Collector,2,151,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151,0
56500,11432,NE WINTERS RD,Local Access,2,469,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,469,0
56570,8213,FOREST RIDGE DR NE,Local Access,2,1081,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1081,0
56500,246,NE WINTERS RD,Local Access,2,324,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,324,0
56570,2778,FOREST RIDGE DR NE,Local Access,2,450,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,450,0
56384,8661,CORNELL CT NW,Local Access,2,362,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,362,0
56401,2022,BRIDLE VALE BLVD NW,Local Access,2,555,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,555,0
56401,1808,BRIDLE VALE BLVD NW,Local Access,2,619,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,619,0
56050,9169,HOLLAND RD NW,Local Access,2,349,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,349,0
56050,129,HOLLAND RD NW,Local Access,2,2938,Urban,2938,Central Kitsap UGA,Central Kitsap UGA,222,3,NA,NA,NA,5,NA,1,0,1,1,222,222
50915,14337,ILLAHEE RD NE,Minor Arterial,2,203,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,203,0
54830,7679,OCEAN VIEW BLVD NE,Minor Arterial,2,431,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,431,0
54825,6478,EAST BLVD NE,Minor Arterial,2,480,Urban,480,Central Kitsap UGA,Central Kitsap UGA,480,NA,NA,2,2,6,NA,1,1,2,2,480,960
56375,10539,TATE PL NE,Local Access,2,329,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,329,0
56413,10821,NW SAN JUAN DR,Local Access,2,219,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,219,0
56420,10825,NW FIRGLADE DR,Local Access,2,351,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,351,0
56413,7791,NW SAN JUAN DR,Local Access,2,265,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0
56429,13270,FAIRSIDE PL NW,Local Access,2,340,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,340,0
54810,1423,MADRONA AVE NE,Local Access,2,566,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,566,0
50915,8605,ILLAHEE RD NE,Minor Arterial,2,1385,Urban,1385,Central Kitsap UGA,Central Kitsap UGA,1385,NA,NA,2,2,6,NA,1,1,2,2,1385,2770
53530,12154,BENITA PL NE,Local Access,2,558,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,558,0
54790,12049,REST PL NE,Local Access,2,645,Urban,645,Central Kitsap UGA,Central Kitsap UGA,3,NA,NA,2,2,5,NA,1,1,2,2,3,6
54790,12049,REST PL NE,Local Access,2,645,Urban,645,Central Kitsap UGA,Central Kitsap UGA,642,NA,NA,2,2,5,NA,1,1,2,2,642,1284
51660,1453,NE DAWN RD,Local Access,2,646,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,646,0
51763,1519,PINERIDGE DR NE,Local Access,2,542,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,542,0
56342,10575,DELPHI LOOP NE,Local Access,2,253,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,253,0
56560,7450,NE JOHN CARLSON RD,Local Access,2,479,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479,0
54816,10920,KIOWA AVE NE,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
51660,11206,NE DAWN RD,Local Access,2,239,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,239,0
54790,9370,REST PL NE,Local Access,2,1013,Urban,1013,Central Kitsap UGA,Central Kitsap UGA,1012,NA,NA,2,2,5,NA,1,1,2,2,1012,2024
55450,9127,BUNKER ST NW,Local Access,2,647,Urban,647,Central Kitsap UGA,Central Kitsap UGA,647,NA,NA,3,3,5,NA,1,1,2,2,647,1294
55450,566,BUNKER ST NW,Local Access,2,665,Urban,665,Central Kitsap UGA,Central Kitsap UGA,664,NA,NA,3,3,5,NA,1,1,2,2,664,1328
55090,11888,NW NICHOLS AVE,Local Access,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
56394,4364,RHODODENDRON PL NW,Local Access,2,118,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,118,0
56261,6378,ST CHARLES LN NE,Local Access,2,52,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52,0
56261,900,ST CHARLES LN NE,Local Access,2,133,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,133,0
56261,553,ST CHARLES LN NE,Local Access,2,62,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,0
56261,5926,ST CHARLES LN NE,Local Access,2,134,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134,0
56260,190,NE BENTLEY DR,Local Access,2,514,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,514,0
56260,2056,NE BENTLEY DR,Local Access,2,469,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,469,0
54825,3661,EAST BLVD NE,Minor Arterial,2,527,Urban,527,Central Kitsap UGA,Central Kitsap UGA,527,NA,NA,2,2,6,NA,1,1,2,2,527,1054
56564,11113,NE SHEFFIELD PL,Local Access,2,241,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,241,0
56413,11568,NW SAN JUAN DR,Local Access,2,623,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,623,0
56380,10844,HARVARD CT NW,Local Access,2,286,Urban,286,Central Kitsap UGA,Central Kitsap UGA,286,NA,3,NA,NA,5,NA,0,1,1,1,286,286
56380,10276,HARVARD CT NW,Local Access,2,203,Urban,203,Central Kitsap UGA,Central Kitsap UGA,203,NA,3,NA,NA,5,NA,0,1,1,1,203,203
56380,4619,HARVARD CT NW,Local Access,2,162,Urban,162,Central Kitsap UGA,Central Kitsap UGA,162,NA,3,NA,NA,5,NA,0,1,1,1,162,162
56961,7806,HICKORY ST NE,Local Access,2,105,Urban,105,Central Kitsap UGA,Central Kitsap UGA,105,NA,3,NA,NA,5,NA,0,1,1,1,105,105
56433,12027,NW WRANGLER CT,Local Access,2,152,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152,0
55090,11906,NW NICHOLS AVE,Local Access,2,263,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,263,0
56382,12899,OXFORD CT NW,Local Access,2,623,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,623,0
55110,5202,PAINTER ST NW,Local Access,2,656,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,656,0
56401,5668,BRIDLE VALE BLVD NW,Local Access,2,222,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,222,0
56409,12919,NW FAIRGROUNDS RD,Minor Arterial,2,166,Urban,166,Central Kitsap UGA,Central Kitsap UGA,166,NA,NA,4,2,6,NA,1,1,2,2,166,332
55640,12239,NE FRANKLIN AVE,Local Access,2,631,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,631,0
56409,12106,NW FAIRGROUNDS RD,Minor Arterial,2,332,Urban,332,Central Kitsap UGA,Central Kitsap UGA,332,NA,NA,4,2,6,NA,1,1,2,2,332,664
55370,2238,JOHNSON ST NW,Local Access,2,662,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,662,0
55250,3120,HART ST NW,Local Access,2,648,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,648,0
54790,1664,REST PL NE,Local Access,2,306,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,306,0
55910,15772,STAMPEDE BLVD NW,Minor Arterial,2,421,Urban,421,Central Kitsap UGA,Central Kitsap UGA,421,NA,NA,4,4,6,NA,1,1,2,2,421,842
51763,4817,PINERIDGE DR NE,Local Access,2,813,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,813,0
54827,4706,LEWIS DR NE,Local Access,2,263,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,263,0
