RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,time,id,OBJECTID,tomatch,distance,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,sidewalk_left,score_left,score_right,score,the_score,the_length,w_score
48300,7131,E CHESTER RD,Major Collector,1,1791,Rural,1791,15,Manchester Elementary,2,Manchester Elementary,544,NA,3,3,NA,6,NA,1,1,2,2,544,1088
48300,2752,E CHESTER RD,Major Collector,1,1004,Rural,1004,15,Manchester Elementary,2,Manchester Elementary,305,NA,3,3,NA,6,NA,1,1,2,2,305,610
48300,2752,E CHESTER RD,Major Collector,1,1004,Rural,1004,15,Manchester Elementary,2,Manchester Elementary,51,NA,3,NA,NA,6,NA,0,1,1,1,51,51
48300,2752,E CHESTER RD,Major Collector,1,1004,Rural,1004,15,Manchester Elementary,2,Manchester Elementary,54,NA,NA,3,NA,6,NA,1,0,1,1,54,54
47261,6896,E FIREFLY CT,Local Access,1,446,Rural,446,15,Manchester Elementary,2,Manchester Elementary,135,NA,3,NA,NA,3,NA,0,5,5,5,135,675
44350,11010,CALIFORNIA AVE SE,Major Collector,1,320,Rural,320,15,Manchester Elementary,2,Manchester Elementary,9,NA,1,1,NA,6,NA,1,1,2,2,9,18
48500,9468,E WYOMING ST,Local Access,1,233,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,233,0
44350,9248,CALIFORNIA AVE E,Local Access,1,358,Rural,358,15,Manchester Elementary,2,Manchester Elementary,109,NA,4,4,NA,3,NA,5,5,10,10,109,1090
44130,11909,WOODS RD E,Major Collector,1,3714,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3714,0
48130,3074,MARTIN AVE E,Local Access,1,1855,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1855,0
47250,6496,ALASKA AVE E,Local Access,1,256,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,256,0
49435,3496,E MAIN ST,Local Access,1,86,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,0
47250,4759,ALASKA AVE E,Local Access,1,288,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,288,0
48550,876,SALAL ST E,Local Access,1,306,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,306,0
42510,12756,BEACH DR E,Minor Arterial,1,817,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,817,0
42510,12490,BEACH DR E,Minor Arterial,1,670,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,670,0
47412,13256,MIRACLE MILE DR E,Local Access,1,1304,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1304,0
49436,11833,VIRGINIA AVE E,Local Access,1,1431,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1431,0
48420,6388,E GRANDVIEW ST,Local Access,1,679,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,679,0
48420,1698,E GRANDVIEW ST,Local Access,1,252,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,252,0
48185,10716,E INDIANWOOD CT,Local Access,1,338,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,338,0
48182,8622,SILVERLEAF CT E,Local Access,1,443,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,443,0
48195,8195,E CASCADE CT,Local Access,1,237,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,237,0
48181,3196,MEGAN CT E,Local Access,1,495,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,495,0
48188,7295,E RAMBLEWOOD CT,Local Access,1,507,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,507,0
42510,8696,BEACH DR E,Minor Arterial,1,266,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,266,0
42510,6620,BEACH DR E,Minor Arterial,1,229,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,229,0
48180,13229,E VAN BUREN ST,Local Access,1,443,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,443,0
49435,9028,E MAIN ST,Local Access,1,160,Rural,160,15,Manchester Elementary,2,Manchester Elementary,48,5,NA,NA,NA,3,NA,0,5,5,5,48,240
48980,9658,NUBLING AVE E,Local Access,1,270,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,270,0
49435,210,E MAIN ST,Major Collector,1,241,Rural,241,15,Manchester Elementary,2,Manchester Elementary,73,5,NA,NA,NA,6,NA,0,5,5,5,73,365
48170,4148,E RAMBLEWOOD ST,Local Access,1,1132,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1132,0
47260,12981,E POLK AVE,Local Access,1,838,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,838,0
48189,5732,E RAINTREE LN,Local Access,1,176,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
