RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,NAME,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
23760,6247,SE BURLEY OLALLA RD,Major Collector,1,1169,Rural,1169,2 South,2 South,883,NA,NA,5,5,NA,6,3,3,6,6,883,5298
23760,18151,SE BURLEY OLALLA RD,Major Collector,1,704,Rural,704,2 South,2 South,700,NA,NA,5,5,NA,6,3,3,6,6,700,4200
30390,16218,BANDIX RD SE,Minor Collector,2,659,Urban,659,2 South,2 South,659,NA,NA,4,4,6,NA,1,1,2,2,659,1318
21320,1831,SW LAKE HELENA RD,Major Collector,1,643,Rural,643,2 South,2 South,643,NA,NA,5,7,NA,6,5,3,8,8,643,5144
21320,18181,SW LAKE HELENA RD,Major Collector,1,668,Rural,668,2 South,2 South,668,NA,NA,5,7,NA,6,5,3,8,8,668,5344
22360,8118,SW J H RD,Local Access,1,1352,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1352,0
22840,16182,SE SPRUCE RD,Local Access,1,1371,Rural,1371,2 South,2 South,1,NA,NA,2,2,NA,3,1,1,2,2,1,2
22840,16182,SE SPRUCE RD,Local Access,1,1371,Rural,1371,2 South,2 South,1371,NA,NA,2,2,NA,3,1,1,2,2,1371,2742
22840,5894,SE SPRUCE RD,Local Access,1,1300,Rural,1300,2 South,2 South,1300,NA,NA,2,2,NA,3,1,1,2,2,1300,2600
22360,16162,SW J H RD,Local Access,1,668,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,668,0
23760,5970,SE BURLEY OLALLA RD,Major Collector,1,74,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74,0
23760,9013,SE BURLEY OLALLA RD,Major Collector,1,678,Rural,678,2 South,2 South,678,NA,NA,5,5,NA,6,3,3,6,6,678,4068
30390,4858,BANDIX RD SE,Minor Collector,2,2656,Urban,2656,2 South,2 South,2649,NA,NA,4,4,6,NA,1,1,2,2,2649,5298
30400,12589,CARRIAGE PL SE,Local Access,1,3298,Rural,3298,2 South,2 South,3298,NA,NA,2,2,NA,3,1,1,2,2,3298,6596
20509,18231,GLENWOOD RD SW,Minor Collector,1,1624,Rural,1624,2 South,2 South,1624,NA,NA,3,NA,NA,4,0,1,1,1,1624,1624
20509,18231,GLENWOOD RD SW,Minor Collector,1,1624,Rural,1624,2 South,2 South,1623,NA,NA,NA,3,NA,4,1,0,1,1,1623,1623
23760,14864,SE BURLEY OLALLA RD,Major Collector,1,38,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,0
23760,3854,SE BURLEY OLALLA RD,Major Collector,1,1771,Rural,1771,2 South,2 South,1771,NA,NA,5,5,NA,6,3,3,6,6,1771,10626
20509,11468,GLENWOOD RD SW,Minor Collector,1,743,Rural,743,2 South,2 South,743,NA,NA,3,3,NA,4,1,1,2,2,743,1486
20509,15988,GLENWOOD RD SW,Minor Collector,1,1152,Rural,1152,2 South,2 South,1152,NA,NA,3,3,NA,4,1,1,2,2,1152,2304
20509,15988,GLENWOOD RD SW,Minor Collector,1,1152,Rural,1152,2 South,2 South,34,NA,NA,3,NA,NA,4,0,1,1,1,34,34
20509,15988,GLENWOOD RD SW,Minor Collector,1,1152,Rural,1152,2 South,2 South,59,NA,NA,NA,3,NA,4,1,0,1,1,59,59
22220,13266,SW YOUNG RD,Local Access,1,873,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,873,0
21109,8165,SIDNEY RD SW,Major Collector,1,153,Rural,153,2 South,2 South,153,NA,NA,6,6,NA,6,5,5,10,10,153,1530
33350,18241,PHILLIPS RD SE,Major Collector,2,710,Urban,710,2 South,2 South,710,NA,NA,5,5,6,NA,1,1,2,2,710,1420
20509,1224,GLENWOOD RD SW,Major Collector,1,593,Rural,593,2 South,2 South,593,NA,NA,3,3,NA,6,1,1,2,2,593,1186
20410,8033,WYE LAKE BLVD SW,Local Access,1,1541,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1541,0
20410,1982,WYE LAKE BLVD SW,Local Access,1,230,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,230,0
20700,647,SW HARMON ST,Local Access,1,197,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,197,0
20660,13166,SW LOOP DR,Local Access,1,541,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,541,0
20410,3194,WYE LAKE BLVD SW,Local Access,1,1629,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1629,0
20410,4709,WYE LAKE BLVD SW,Local Access,1,204,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,204,0
20810,5478,BEAR LAKE DR SW,Local Access,1,765,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,765,0
24700,419,SE SPENCER AVE,Local Access,1,784,Rural,784,2 South,2 South,619,NA,NA,1,1,NA,3,1,1,2,2,619,1238
24700,419,SE SPENCER AVE,Local Access,1,784,Rural,784,2 South,2 South,159,NA,NA,1,1,NA,3,1,1,2,2,159,318
23830,7916,SE TRIVIERE TRL,Local Access,1,307,Rural,307,2 South,2 South,307,NA,NA,1,1,NA,3,1,1,2,2,307,614
23860,9408,SE TERRACE LN,Local Access,1,836,Rural,836,2 South,2 South,836,NA,NA,1,1,NA,3,1,1,2,2,836,1672
33762,5710,SE BEAR TREE LN,Local Access,1,1002,Rural,1002,2 South,2 South,345,NA,NA,3,3,NA,3,5,5,10,10,345,3450
33762,5710,SE BEAR TREE LN,Local Access,1,1002,Rural,1002,2 South,2 South,656,NA,NA,3,3,NA,3,5,5,10,10,656,6560
30402,8842,SE CORRAL CT,Local Access,1,228,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,228,0
33762,1852,SE BEAR TREE LN,Local Access,1,984,Rural,984,2 South,2 South,984,NA,NA,3,3,NA,3,5,5,10,10,984,9840
21709,15029,BETHEL BURLEY RD SE,Major Collector,1,42,Rural,42,2 South,2 South,42,NA,NA,5,5,NA,6,3,3,6,6,42,252
21709,12663,BETHEL BURLEY RD SE,Minor Arterial,1,977,Rural,977,2 South,2 South,977,NA,NA,5,5,NA,4,5,5,10,10,977,9770
21338,15112,SW DAISY ST,Local Access,1,987,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,987,0
30401,4792,SE COACHMAN CT,Local Access,1,293,Rural,293,2 South,2 South,262,NA,NA,2,2,NA,3,1,1,2,2,262,524
33766,391,SABER LN SE,Local Access,1,326,Rural,326,2 South,2 South,326,NA,NA,3,3,NA,3,5,5,10,10,326,3260
33766,5418,SABER LN SE,Local Access,1,344,Rural,344,2 South,2 South,344,NA,NA,3,3,NA,3,5,5,10,10,344,3440
30402,3706,SE CORRAL CT,Local Access,1,920,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,920,0
32799,12329,HORIZON LN SE,Local Access,1,522,Rural,522,2 South,2 South,517,NA,NA,2,2,NA,3,1,1,2,2,517,1034
32799,8024,HORIZON LN SE,Local Access,1,615,Rural,615,2 South,2 South,615,NA,NA,2,2,NA,3,1,1,2,2,615,1230
21709,1261,BETHEL BURLEY RD SE,Minor Arterial,1,878,Rural,878,2 South,2 South,878,NA,NA,5,5,NA,4,5,5,10,10,878,8780
20509,8372,GLENWOOD RD SW,Minor Collector,1,1008,Rural,1008,2 South,2 South,1008,NA,NA,3,3,NA,4,1,1,2,2,1008,2016
20509,16073,GLENWOOD RD SW,Minor Collector,1,356,Rural,356,2 South,2 South,356,NA,NA,3,3,NA,4,1,1,2,2,356,712
22300,2565,SW WILDWOOD RD,Major Collector,1,657,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,657,0
22300,13077,SW WILDWOOD RD,Major Collector,1,2385,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2385,0
25009,16098,SW LAKE FLORA RD,Minor Arterial,1,763,Rural,763,2 South,2 South,229,NA,NA,4,4,NA,4,5,5,10,10,229,2290
25009,16098,SW LAKE FLORA RD,Minor Arterial,1,763,Rural,763,2 South,2 South,534,NA,NA,4,4,NA,4,5,5,10,10,534,5340
20550,12872,BURCHARD DR SW,Local Access,1,1327,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1327,0
22300,9550,SW WILDWOOD RD,Major Collector,1,1736,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1736,0
22300,14280,SW WILDWOOD RD,Major Collector,1,1002,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1002,0
21709,16171,BETHEL BURLEY RD SE,Minor Arterial,1,502,Rural,502,2 South,2 South,502,NA,NA,5,5,NA,4,5,5,10,10,502,5020
21240,11078,SW HUNTER RD,Local Access,1,394,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,394,0
21240,16128,SW HUNTER RD,Local Access,1,545,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,545,0
20509,5599,GLENWOOD RD SW,Minor Collector,1,1954,Rural,1954,2 South,2 South,1954,NA,NA,3,3,NA,4,1,1,2,2,1954,3908
23760,14359,SE BURLEY OLALLA RD,Major Collector,1,39,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,0
23760,8971,SE BURLEY OLALLA RD,Major Collector,1,788,Rural,788,2 South,2 South,604,NA,NA,5,5,NA,6,3,3,6,6,604,3624
30270,308,OLYMPIC DR SE,Local Access,1,5493,Rural,5493,2 South,2 South,5491,NA,NA,1,1,NA,3,1,1,2,2,5491,10982
32799,7044,HORIZON LN SE,Local Access,1,2498,Rural,2498,2 South,2 South,2498,NA,NA,2,2,NA,3,1,1,2,2,2498,4996
32799,1099,HORIZON LN SE,Local Access,1,468,Rural,468,2 South,2 South,468,NA,NA,2,2,NA,3,1,1,2,2,468,936
32799,3378,HORIZON LN SE,Local Access,1,562,Rural,562,2 South,2 South,562,NA,NA,2,2,NA,3,1,1,2,2,562,1124
32799,819,HORIZON LN SE,Local Access,1,635,Rural,635,2 South,2 South,1,NA,NA,2,2,NA,3,1,1,2,2,1,2
32799,819,HORIZON LN SE,Local Access,1,635,Rural,635,2 South,2 South,634,NA,NA,2,2,NA,3,1,1,2,2,634,1268
32800,6755,HORIZON LANE WEST SE,Local Access,1,381,Rural,381,2 South,2 South,380,NA,NA,2,2,NA,3,1,1,2,2,380,760
32822,283,SE BROOKWOOD DR,Local Access,1,692,Rural,692,2 South,2 South,692,NA,NA,2,2,NA,3,1,1,2,2,692,1384
32822,4159,SE BROOKWOOD DR,Local Access,1,747,Rural,747,2 South,2 South,720,NA,NA,2,2,NA,3,1,1,2,2,720,1440
23340,8941,SE FENTON RD,Local Access,1,493,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,493,0
23810,8948,RIDGE RIM TRL SE,Local Access,1,1307,Rural,1307,2 South,2 South,1304,NA,NA,2,2,NA,3,1,1,2,2,1304,2608
24700,8997,SE SPENCER AVE,Local Access,1,421,Rural,421,2 South,2 South,421,NA,NA,1,1,NA,3,1,1,2,2,421,842
23800,8230,SW LAKEWAY BLVD,Minor Arterial,1,433,Rural,433,2 South,2 South,433,NA,NA,6,6,NA,4,5,5,10,10,433,4330
23845,10302,SW MARION DR,Local Access,1,225,Rural,225,2 South,2 South,225,NA,NA,1,1,NA,3,1,1,2,2,225,450
23800,9218,SW LAKEWAY BLVD,Minor Arterial,1,813,Rural,813,2 South,2 South,813,NA,NA,6,6,NA,4,5,5,10,10,813,8130
23800,9218,SW LAKEWAY BLVD,Minor Arterial,1,813,Rural,813,2 South,2 South,0,NA,NA,6,6,NA,4,5,5,10,10,0,0
23250,9906,OLYMPIC DR SE,Local Access,1,1356,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1356,0
23810,9777,RIDGE RIM TRL SE,Local Access,1,717,Rural,717,2 South,2 South,717,NA,NA,2,2,NA,3,1,1,2,2,717,1434
23800,7272,SW LAKEWAY BLVD,Major Collector,1,657,Rural,657,2 South,2 South,657,NA,NA,6,6,NA,6,5,5,10,10,657,6570
23800,7272,SW LAKEWAY BLVD,Major Collector,1,657,Rural,657,2 South,2 South,1,NA,NA,6,6,NA,6,5,5,10,10,1,10
24290,7449,ELDER AVE SW,Local Access,1,979,Rural,979,2 South,2 South,979,NA,NA,1,1,NA,3,1,1,2,2,979,1958
24290,8925,ELDER AVE SW,Local Access,1,159,Rural,159,2 South,2 South,159,NA,NA,1,1,NA,3,1,1,2,2,159,318
23350,8145,CLAYTON RD SE,Local Access,1,441,Rural,441,2 South,2 South,402,NA,NA,2,2,NA,3,1,1,2,2,402,804
24702,7130,PEBBLE PL SE,Local Access,1,504,Rural,504,2 South,2 South,498,NA,NA,1,1,NA,3,1,1,2,2,498,996
23850,6525,SW SHANNON DR,Local Access,1,259,Rural,259,2 South,2 South,259,NA,NA,1,1,NA,3,1,1,2,2,259,518
23845,7045,SW MARION DR,Local Access,1,256,Rural,256,2 South,2 South,256,NA,NA,1,1,NA,3,1,1,2,2,256,512
23835,7050,GABLE AVE SW,Local Access,1,1269,Rural,1269,2 South,2 South,1252,NA,NA,1,1,NA,3,1,1,2,2,1252,2504
33762,7840,SE BEAR TREE LN,Local Access,1,1902,Rural,1902,2 South,2 South,1901,NA,NA,3,3,NA,3,5,5,10,10,1901,19010
32881,7653,RAINTREE PL SE,Local Access,1,651,Rural,651,2 South,2 South,651,NA,NA,2,2,NA,3,1,1,2,2,651,1302
32881,5205,RAINTREE PL SE,Local Access,1,293,Rural,293,2 South,2 South,214,NA,NA,2,2,NA,3,1,1,2,2,214,428
32884,1684,SE MOON BEAM CT,Local Access,1,648,Rural,648,2 South,2 South,599,NA,NA,2,2,NA,3,1,1,2,2,599,1198
33766,818,SABER LN SE,Local Access,1,1011,Rural,1011,2 South,2 South,351,NA,NA,3,3,NA,3,5,5,10,10,351,3510
33766,818,SABER LN SE,Local Access,1,1011,Rural,1011,2 South,2 South,102,NA,NA,3,3,NA,3,5,5,10,10,102,1020
33766,818,SABER LN SE,Local Access,1,1011,Rural,1011,2 South,2 South,556,NA,NA,3,3,NA,3,5,5,10,10,556,5560
33766,6463,SABER LN SE,Local Access,1,648,Rural,648,2 South,2 South,648,NA,NA,3,3,NA,3,5,5,10,10,648,6480
23760,4156,SE BURLEY OLALLA RD,Major Collector,1,571,Rural,571,2 South,2 South,565,NA,NA,5,5,NA,6,3,3,6,6,565,3390
23760,4156,SE BURLEY OLALLA RD,Major Collector,1,571,Rural,571,2 South,2 South,5,NA,NA,5,5,NA,6,3,3,6,6,5,30
23760,9541,SE BURLEY OLALLA RD,Major Collector,1,1162,Rural,1162,2 South,2 South,1162,NA,NA,5,5,NA,6,3,3,6,6,1162,6972
30550,106,HADFIELD RD SE,Local Access,1,1406,Rural,1406,2 South,2 South,1402,NA,NA,1,1,NA,3,1,1,2,2,1402,2804
30050,406,STEVENS RD SE,Minor Collector,1,342,Rural,342,2 South,2 South,342,NA,NA,3,3,NA,4,1,1,2,2,342,684
30050,14182,STEVENS RD SE,Minor Collector,1,812,Rural,812,2 South,2 South,812,NA,NA,3,3,NA,4,1,1,2,2,812,1624
21109,16388,SIDNEY RD SW,Major Collector,1,314,Rural,314,2 South,2 South,314,NA,NA,6,6,NA,6,5,5,10,10,314,3140
30390,3188,BANDIX RD SE,Minor Collector,1,663,Rural,663,2 South,2 South,663,NA,NA,4,4,NA,4,5,5,10,10,663,6630
30390,18492,BANDIX RD SE,Minor Collector,1,659,Rural,659,2 South,2 South,6,NA,NA,4,4,NA,4,5,5,10,10,6,60
30390,18492,BANDIX RD SE,Minor Collector,1,659,Rural,659,2 South,2 South,653,NA,NA,4,4,NA,4,5,5,10,10,653,6530
33350,16198,PHILLIPS RD SE,Major Collector,2,720,Urban,720,2 South,2 South,720,NA,NA,5,5,6,NA,1,1,2,2,720,1440
22890,16477,MADRONA RD SW,Local Access,1,2990,Rural,2990,2 South,2 South,1898,NA,NA,4,4,NA,3,5,5,10,10,1898,18980
22890,8736,MADRONA RD SW,Local Access,1,1013,Rural,1013,2 South,2 South,6,NA,NA,1,1,NA,3,1,1,2,2,6,12
20509,18331,GLENWOOD RD SW,Minor Collector,1,380,Rural,380,2 South,2 South,380,NA,NA,3,3,NA,4,1,1,2,2,380,760
30060,3666,SE NELSON RD,Minor Collector,1,868,Rural,868,2 South,2 South,868,NA,NA,4,4,NA,4,5,5,10,10,868,8680
23640,11393,SE OAK RD,Local Access,1,1741,Rural,1741,2 South,2 South,1741,NA,NA,1,1,NA,3,1,1,2,2,1741,3482
31009,12384,SE MULLENIX RD,Minor Arterial,1,315,Rural,315,2 South,2 South,315,NA,NA,4,4,NA,4,5,5,10,10,315,3150
31009,12235,SE MULLENIX RD,Minor Arterial,1,674,Rural,674,2 South,2 South,354,NA,NA,5,5,NA,4,5,5,10,10,354,3540
31009,12235,SE MULLENIX RD,Minor Arterial,1,674,Rural,674,2 South,2 South,319,NA,NA,4,4,NA,4,5,5,10,10,319,3190
31009,10191,SE MULLENIX RD,Minor Arterial,1,1186,Rural,1186,2 South,2 South,1088,NA,NA,4,4,NA,4,5,5,10,10,1088,10880
31009,10191,SE MULLENIX RD,Minor Arterial,1,1186,Rural,1186,2 South,2 South,97,NA,NA,4,4,NA,4,5,5,10,10,97,970
33766,15230,SABER LN SE,Local Access,1,318,Rural,318,2 South,2 South,318,NA,NA,3,3,NA,3,5,5,10,10,318,3180
33765,12607,BOWE LN SE,Local Access,1,620,Rural,620,2 South,2 South,620,NA,NA,3,3,NA,3,5,5,10,10,620,6200
32820,10760,SE VIEW PL N,Local Access,1,308,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,308,0
32802,7784,SE HOLMAN CT,Local Access,1,343,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,343,0
33211,7801,VAN DECAR RD SE,Local Access,2,582,Urban,582,2 South,2 South,9,NA,NA,2,2,5,NA,1,1,2,2,9,18
33211,7801,VAN DECAR RD SE,Local Access,2,582,Urban,582,2 South,2 South,556,NA,NA,2,2,5,NA,1,1,2,2,556,1112
33230,11963,DEERIDGE PL SE,Local Access,1,1129,Rural,1129,2 South,2 South,1120,NA,NA,NA,2,NA,3,1,0,1,1,1120,1120
33230,11963,DEERIDGE PL SE,Local Access,1,1129,Rural,1129,2 South,2 South,8,NA,NA,2,2,NA,3,1,1,2,2,8,16
32823,11864,BROOKWOOD CT SE,Local Access,1,314,Rural,314,2 South,2 South,255,NA,NA,2,2,NA,3,1,1,2,2,255,510
32804,11436,EMERALD DR SE,Local Access,1,1303,Rural,1303,2 South,2 South,81,NA,NA,2,2,NA,3,1,1,2,2,81,162
32804,11436,EMERALD DR SE,Local Access,1,1303,Rural,1303,2 South,2 South,907,NA,NA,2,2,NA,3,1,1,2,2,907,1814
32804,11436,EMERALD DR SE,Local Access,1,1303,Rural,1303,2 South,2 South,312,NA,NA,2,2,NA,3,1,1,2,2,312,624
31009,12439,SE MULLENIX RD,Minor Arterial,1,520,Rural,520,2 South,2 South,520,NA,NA,4,4,NA,4,5,5,10,10,520,5200
33220,12560,RAMILLER LN SE,Local Access,1,327,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,327,0
33220,10745,RAMILLER LN SE,Local Access,1,632,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,632,0
33220,1522,RAMILLER LN SE,Local Access,1,354,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,354,0
33220,1681,RAMILLER LN SE,Local Access,1,215,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,215,0
32886,11179,SE MISTY CT,Local Access,1,419,Rural,419,2 South,2 South,410,NA,NA,3,3,NA,3,5,5,10,10,410,4100
22195,11968,SW RAPIDS DR,Local Access,1,519,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,519,0
33220,11353,RAMILLER LN SE,Local Access,1,685,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,685,0
23865,12832,SW VERONA CT,Local Access,1,2378,Rural,2378,2 South,2 South,1675,NA,NA,3,3,NA,3,5,5,10,10,1675,16750
23865,12832,SW VERONA CT,Local Access,1,2378,Rural,2378,2 South,2 South,81,NA,NA,3,3,NA,3,5,5,10,10,81,810
23865,12832,SW VERONA CT,Local Access,1,2378,Rural,2378,2 South,2 South,621,NA,NA,3,3,NA,3,5,5,10,10,621,6210
23855,9625,CARTER AVE SW,Local Access,1,983,Rural,983,2 South,2 South,982,NA,NA,1,1,NA,3,1,1,2,2,982,1964
23640,11772,SW OAK RD,Local Access,1,672,Rural,672,2 South,2 South,667,NA,NA,6,6,NA,3,5,5,10,10,667,6670
23640,11772,SW OAK RD,Local Access,1,672,Rural,672,2 South,2 South,4,NA,NA,3,5,NA,3,5,5,10,10,4,40
23640,11772,SW OAK RD,Local Access,1,672,Rural,672,2 South,2 South,1,NA,NA,1,NA,NA,3,0,1,1,1,1,1
23340,4713,SE FENTON RD,Local Access,1,459,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,459,0
22890,4171,MADRONA RD SW,Local Access,1,467,Rural,467,2 South,2 South,467,NA,NA,4,4,NA,3,5,5,10,10,467,4670
23845,4394,SW MARION DR,Local Access,1,218,Rural,218,2 South,2 South,218,NA,NA,1,1,NA,3,1,1,2,2,218,436
30401,5760,SE COACHMAN CT,Local Access,1,289,Rural,289,2 South,2 South,289,NA,NA,2,2,NA,3,1,1,2,2,289,578
23845,5428,SW MARION DR,Local Access,1,255,Rural,255,2 South,2 South,255,NA,NA,1,1,NA,3,1,1,2,2,255,510
23850,4073,SW SHANNON DR,Local Access,1,245,Rural,245,2 South,2 South,239,NA,NA,1,1,NA,3,1,1,2,2,239,478
23800,3919,SW LAKEWAY BLVD,Minor Arterial,1,689,Rural,689,2 South,2 South,1,NA,NA,6,6,NA,4,5,5,10,10,1,10
23800,3919,SW LAKEWAY BLVD,Minor Arterial,1,689,Rural,689,2 South,2 South,689,NA,NA,6,6,NA,4,5,5,10,10,689,6890
24701,2570,BEDROCK PL SE,Local Access,1,304,Rural,304,2 South,2 South,300,NA,NA,1,1,NA,3,1,1,2,2,300,600
23990,2584,COOPER AVE SW,Local Access,1,309,Rural,309,2 South,2 South,309,NA,NA,1,1,NA,3,1,1,2,2,309,618
25009,3732,SW LAKE FLORA RD,Minor Arterial,1,2011,Rural,2011,2 South,2 South,2011,NA,NA,4,4,NA,4,5,5,10,10,2011,20110
23640,2834,SW OAK RD,Local Access,1,1321,Rural,1321,2 South,2 South,794,NA,NA,1,NA,NA,3,0,1,1,1,794,794
23640,2834,SW OAK RD,Local Access,1,1321,Rural,1321,2 South,2 South,790,NA,NA,NA,1,NA,3,1,0,1,1,790,790
23640,2834,SW OAK RD,Local Access,1,1321,Rural,1321,2 South,2 South,531,NA,NA,1,NA,NA,3,0,1,1,1,531,531
23640,2834,SW OAK RD,Local Access,1,1321,Rural,1321,2 South,2 South,523,NA,NA,NA,1,NA,3,1,0,1,1,523,523
24210,2683,DENNY AVE SW,Local Access,1,1281,Rural,1281,2 South,2 South,1281,NA,NA,1,1,NA,3,1,1,2,2,1281,2562
23810,2704,RIDGE RIM TRL SE,Local Access,1,2363,Rural,2363,2 South,2 South,2363,NA,NA,2,2,NA,3,1,1,2,2,2363,4726
23645,1692,SW ODELL ST,Local Access,1,1335,Rural,1335,2 South,2 South,1334,NA,NA,2,2,NA,3,1,1,2,2,1334,2668
23640,1542,SW OAK RD,Local Access,1,978,Rural,978,2 South,2 South,978,NA,NA,3,5,NA,3,5,5,10,10,978,9780
22890,2727,MADRONA RD SW,Local Access,1,850,Rural,850,2 South,2 South,835,NA,NA,4,4,NA,3,5,5,10,10,835,8350
22890,2727,MADRONA RD SW,Local Access,1,850,Rural,850,2 South,2 South,15,NA,NA,4,4,NA,3,5,5,10,10,15,150
22890,1871,MADRONA RD SW,Local Access,1,374,Rural,374,2 South,2 South,374,NA,NA,4,4,NA,3,5,5,10,10,374,3740
23640,1733,SE OAK RD,Local Access,1,1457,Rural,1457,2 South,2 South,395,NA,NA,NA,1,NA,3,1,0,1,1,395,395
23640,1733,SE OAK RD,Local Access,1,1457,Rural,1457,2 South,2 South,1,NA,NA,1,NA,NA,3,0,1,1,1,1,1
23640,1733,SE OAK RD,Local Access,1,1457,Rural,1457,2 South,2 South,436,NA,NA,1,NA,NA,3,0,1,1,1,436,436
23990,1784,COOPER AVE SW,Local Access,1,675,Rural,675,2 South,2 South,673,NA,NA,1,1,NA,3,1,1,2,2,673,1346
21240,13150,SW HUNTER RD,Local Access,1,1374,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1374,0
21240,3285,SW HUNTER RD,Local Access,1,475,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,475,0
23800,12408,SW LAKEWAY BLVD,Minor Arterial,1,255,Rural,255,2 South,2 South,255,NA,NA,6,6,NA,4,5,5,10,10,255,2550
23835,12333,GABLE AVE SW,Local Access,1,972,Rural,972,2 South,2 South,972,NA,NA,1,1,NA,3,1,1,2,2,972,1944
24720,10761,SE SHADOWOOD DR,Local Access,1,547,Rural,547,2 South,2 South,545,NA,NA,2,2,NA,3,1,1,2,2,545,1090
23870,10799,FAIRVIEW BLVD SW,Local Access,1,1979,Rural,1979,2 South,2 South,1979,NA,NA,2,2,NA,3,1,1,2,2,1979,3958
24290,10740,ELDER AVE SW,Local Access,1,1283,Rural,1283,2 South,2 South,1282,NA,NA,1,1,NA,3,1,1,2,2,1282,2564
24290,10740,ELDER AVE SW,Local Access,1,1283,Rural,1283,2 South,2 South,1,NA,NA,1,1,NA,3,1,1,2,2,1,2
23450,10594,MAPLE RD SE,Local Access,1,1305,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1305,0
23340,11316,SE FENTON RD,Local Access,1,232,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,232,0
23640,18362,SE OAK RD,Local Access,1,2212,Rural,2212,2 South,2 South,2212,NA,NA,1,1,NA,3,1,1,2,2,2212,4424
22890,10697,MADRONA RD SW,Local Access,1,313,Rural,313,2 South,2 South,313,NA,NA,4,4,NA,3,5,5,10,10,313,3130
20450,7909,PENINSULA PL SW,Local Access,1,436,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,436,0
20509,4815,GLENWOOD RD SW,Minor Collector,1,1346,Rural,1346,2 South,2 South,13,NA,NA,3,3,NA,4,1,1,2,2,13,26
20509,4815,GLENWOOD RD SW,Minor Collector,1,1346,Rural,1346,2 South,2 South,1346,NA,NA,3,3,NA,4,1,1,2,2,1346,2692
20509,6645,GLENWOOD RD SW,Minor Collector,1,1154,Rural,1154,2 South,2 South,1154,NA,NA,3,3,NA,4,1,1,2,2,1154,2308
