RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,time,id,OBJECTID,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
45800,9844,SE YUCCA CT,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
45760,5434,PALM CT SE,Local Access,2,174,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,174,0
43900,2235,SE LAUREL CT,Local Access,2,139,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,139,0
43370,11900,SE PINE TREE DR,Local Access,2,387,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,387,0
43370,1830,SE PINE TREE DR,Local Access,2,729,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,729,0
42790,866,KIDD AVE SE,Local Access,2,618,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,618,0
43513,8259,BASSWOOD CT SE,Local Access,2,637,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,637,0
42910,12761,JACKSON AVE SE,Minor Arterial,2,978,Urban,978,15,Orchard Heights Elementary,2,Orchard Heights Elementary,95,NA,NA,3,3,6,NA,1,1,2,2,95,190
42910,12761,JACKSON AVE SE,Minor Arterial,2,978,Urban,978,15,Orchard Heights Elementary,2,Orchard Heights Elementary,53,NA,NA,3,3,6,NA,1,1,2,2,53,106
43580,11775,RED SPRUCE DR SE,Local Access,2,386,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,386,0
43435,12041,SE CEDAR CT,Local Access,2,292,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,0
43474,10991,SE GREENBRIAR PL,Local Access,2,619,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,619,0
43590,5730,WHITE CEDAR DR SE,Local Access,2,663,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,663,0
42050,18547,SE HORSTMAN RD,Local Access,2,277,Urban,277,15,Orchard Heights Elementary,2,Orchard Heights Elementary,84,NA,NA,1,1,5,NA,1,1,2,2,84,168
42050,18547,SE HORSTMAN RD,Local Access,2,277,Urban,277,15,Orchard Heights Elementary,2,Orchard Heights Elementary,50,NA,NA,1,1,5,NA,1,1,2,2,50,100
43513,19027,BASSWOOD CT SE,Local Access,2,575,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,575,0
43513,19028,BASSWOOD CT SE,Local Access,2,155,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155,0
43370,11321,PINE TREE DR SE,Local Access,2,267,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,0
46820,10838,SE LOVELL ST,Local Access,2,392,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,392,0
42600,6689,SE MILE HILL DR,Minor Arterial,2,738,Urban,738,15,Orchard Heights Elementary,2,Orchard Heights Elementary,224,NA,NA,4,4,6,NA,1,1,2,2,224,448
42910,13056,JACKSON AVE SE,Minor Arterial,2,585,Urban,585,15,Orchard Heights Elementary,2,Orchard Heights Elementary,79,NA,NA,3,3,6,NA,1,1,2,2,79,158
43512,1119,ASPEN CT SE,Local Access,2,324,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,324,0
43370,2876,PINE TREE DR SE,Local Access,2,245,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,245,0
43580,7705,RED SPRUCE DR SE,Local Access,2,125,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,125,0
43370,1228,PINE TREE DR SE,Local Access,2,314,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,0
43580,7546,RED SPRUCE DR SE,Local Access,2,247,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247,0
43460,12463,SE CONIFER PARK DR,Local Access,2,89,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89,0
46790,445,WHITTIER AVE SE,Local Access,2,506,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,506,0
46730,8214,RUSSELL AVE SE,Local Access,2,509,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,509,0
43370,8091,PINE TREE DR SE,Local Access,2,293,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,293,0
43430,6743,CEDAR LN SE,Local Access,2,487,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,487,0
43770,7067,SEQUOIA ST SE,Local Access,2,485,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,485,0
4005,11176,HOLMES AVE SE,Local Access,2,344,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,344,0
4005,9345,HOLMES AVE SE,Local Access,2,361,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,361,0
