RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
16770,13983,CHARLOTTE AVE W,Local Access,2,260,Urban,260,Bremerton West UGA,Bremerton West UGA,260,NA,NA,2,2,5,NA,1,1,2,2,260,520
17001,13796,W F ST,Local Access,2,669,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,669,0
16330,13789,S NATIONAL AVE,Major Collector,2,70,Urban,70,Bremerton West UGA,Bremerton West UGA,70,NA,NA,NA,3,6,NA,1,0,1,1,70,70
17001,13791,W F ST,Local Access,2,665,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,665,0
16330,13999,S NATIONAL AVE,Major Collector,2,178,Urban,178,Bremerton West UGA,Bremerton West UGA,178,NA,NA,NA,3,6,NA,1,0,1,1,178,178
16330,13974,S NATIONAL AVE,Major Collector,2,85,Urban,85,Bremerton West UGA,Bremerton West UGA,85,NA,NA,NA,3,6,NA,1,0,1,1,85,85
17045,14001,W G ST,Local Access,2,649,Urban,649,Bremerton West UGA,Bremerton West UGA,646,NA,NA,2,2,5,NA,1,1,2,2,646,1292
17045,14001,W G ST,Local Access,2,649,Urban,649,Bremerton West UGA,Bremerton West UGA,7,NA,NA,2,2,5,NA,1,1,2,2,7,14
16330,13963,S NATIONAL AVE,Major Collector,2,120,Urban,120,Bremerton West UGA,Bremerton West UGA,120,NA,NA,NA,3,6,NA,1,0,1,1,120,120
16770,13978,CHARLOTTE AVE W,Local Access,2,269,Urban,269,Bremerton West UGA,Bremerton West UGA,269,NA,NA,2,2,5,NA,1,1,2,2,269,538
16330,13962,S NATIONAL AVE,Major Collector,2,239,Urban,239,Bremerton West UGA,Bremerton West UGA,239,NA,NA,NA,3,6,NA,1,0,1,1,239,239
16520,13770,AUDREY AVE W,Local Access,2,244,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,244,0
18480,10762,EAST ROCKY DR NW,Local Access,2,301,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,301,0
18410,4064,NW HOPE ST,Local Access,2,228,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,228,0
16960,11887,S SUMMIT AVE,Local Access,2,299,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,299,0
18280,1787,NW CHREY LN,Local Access,2,840,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,840,0
18272,12412,NW 29TH ST,Local Access,2,388,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,388,0
18140,2863,NW CARTIER DR,Local Access,2,756,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,756,0
18150,18155,ROCKY POINT RD NW,Major Collector,2,204,Urban,204,Bremerton West UGA,Bremerton West UGA,204,NA,NA,NA,3,6,NA,1,0,1,1,204,204
18150,18163,ROCKY POINT RD NW,Major Collector,2,170,Urban,170,Bremerton West UGA,Bremerton West UGA,170,NA,NA,NA,3,6,NA,1,0,1,1,170,170
17400,13994,W LOXIE EAGANS BLVD,Minor Arterial,2,434,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,434,0
18015,9061,NW PHINNEY BAY DR,Major Collector,2,2574,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2574,0
18400,7323,MATHEWS DR NW,Local Access,2,912,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,912,0
18150,8385,ROCKY POINT RD NW,Major Collector,2,108,Urban,108,Bremerton West UGA,Bremerton West UGA,108,NA,NA,NA,3,6,NA,1,0,1,1,108,108
18150,18369,ROCKY POINT RD NW,Major Collector,2,91,Urban,91,Bremerton West UGA,Bremerton West UGA,91,NA,NA,NA,3,6,NA,1,0,1,1,91,91
18150,18371,ROCKY POINT RD NW,Major Collector,2,344,Urban,344,Bremerton West UGA,Bremerton West UGA,344,NA,NA,NA,3,6,NA,1,0,1,1,344,344
18150,18379,ROCKY POINT RD NW,Major Collector,2,137,Urban,137,Bremerton West UGA,Bremerton West UGA,137,NA,NA,NA,3,6,NA,1,0,1,1,137,137
18150,18389,ROCKY POINT RD NW,Major Collector,2,109,Urban,109,Bremerton West UGA,Bremerton West UGA,109,NA,NA,NA,3,6,NA,1,0,1,1,109,109
15860,13739,VISTA LN W,Local Access,2,840,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,840,0
15760,13730,W PROSPECT ST,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
15840,13727,W DAVIS ST,Local Access,2,139,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,139,0
15840,15108,W DAVIS ST,Local Access,2,134,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134,0
17402,3360,W WERNER RD,Major Collector,2,326,Urban,326,Bremerton West UGA,Bremerton West UGA,326,NA,NA,4,4,6,NA,1,1,2,2,326,652
17539,5805,HARLOW DR,Major Collector,2,401,Urban,401,Bremerton West UGA,Bremerton West UGA,400,NA,NA,2,NA,6,NA,0,1,1,1,400,400
18260,7416,NW MONTWOOD LN,Local Access,2,496,Urban,496,Bremerton West UGA,Bremerton West UGA,496,NA,NA,1,1,5,NA,1,1,2,2,496,992
16829,13984,BREMERTON BLVD W,Local Access,2,92,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92,0
16000,13421,CHARLESTON BEACH RD W,Local Access,2,355,Urban,355,Bremerton West UGA,Bremerton West UGA,355,NA,NA,2,2,5,NA,1,1,2,2,355,710
16000,13420,CHARLESTON BEACH RD W,Local Access,2,220,Urban,220,Bremerton West UGA,Bremerton West UGA,220,NA,NA,2,2,5,NA,1,1,2,2,220,440
16210,13416,BAYVIEW DR W,Local Access,2,252,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,252,0
15795,13721,W HARBOR DR,Local Access,2,282,Urban,282,Bremerton West UGA,Bremerton West UGA,168,NA,NA,2,NA,5,NA,0,1,1,1,168,168
15650,13738,W SHERMAN HEIGHTS RD,Local Access,2,980,Urban,980,Bremerton West UGA,Bremerton West UGA,980,NA,NA,3,NA,5,NA,0,1,1,1,980,980
15790,13724,KENT AVE W,Local Access,2,292,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,0
15790,13736,KENT AVE W,Local Access,2,883,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,883,0
15795,13731,W HARBOR DR,Local Access,2,275,Urban,275,Bremerton West UGA,Bremerton West UGA,275,NA,NA,2,NA,5,NA,0,1,1,1,275,275
15730,13732,VIKING ST W,Local Access,2,465,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,465,0
15835,13723,3RD AVE W,Local Access,2,382,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,382,0
15650,13745,W SHERMAN HEIGHTS RD,Local Access,2,555,Urban,555,Bremerton West UGA,Bremerton West UGA,19,NA,NA,3,NA,5,NA,0,1,1,1,19,19
15650,13745,W SHERMAN HEIGHTS RD,Local Access,2,555,Urban,555,Bremerton West UGA,Bremerton West UGA,185,NA,NA,3,NA,5,NA,0,1,1,1,185,185
15830,13715,2ND AVE W,Local Access,2,368,Urban,368,Bremerton West UGA,Bremerton West UGA,367,NA,NA,2,2,5,NA,1,1,2,2,367,734
15850,13737,FRONT AVE W,Local Access,2,406,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,406,0
15850,13735,FRONT AVE W,Local Access,2,329,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,329,0
16960,7664,S SUMMIT AVE,Local Access,2,83,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,0
17330,13363,EDEN RD W,Local Access,2,676,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,676,0
18150,6260,ROCKY POINT RD NW,Major Collector,2,320,Urban,320,Bremerton West UGA,Bremerton West UGA,320,NA,NA,NA,3,6,NA,1,0,1,1,320,320
15790,13728,KENT AVE W,Local Access,2,780,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,780,0
15830,13726,2ND AVE W,Local Access,2,375,Urban,375,Bremerton West UGA,Bremerton West UGA,375,NA,NA,2,2,5,NA,1,1,2,2,375,750
15730,13744,VIKING ST W,Local Access,2,1381,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1381,0
19125,7707,KITSAP LAKE RD NW,Major Collector,2,3332,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3332,0
15835,13720,3RD AVE W,Local Access,2,388,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,388,0
15850,13742,FRONT AVE W,Local Access,2,342,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,342,0
15840,13725,W DAVIS ST,Local Access,2,150,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,150,0
15795,15110,W HARBOR DR,Local Access,2,172,Urban,172,Bremerton West UGA,Bremerton West UGA,131,NA,NA,2,NA,5,NA,0,1,1,1,131,131
15710,5450,W SHIPVIEW CT,Local Access,2,510,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,510,0
17870,9361,BERTHA AVE NW,Local Access,2,742,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,742,0
18150,16120,ROCKY POINT RD NW,Major Collector,2,670,Urban,670,Bremerton West UGA,Bremerton West UGA,670,NA,NA,NA,3,6,NA,1,0,1,1,670,670
18450,1182,CIRCLE WAY NW,Local Access,2,958,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,958,0
18410,474,NW HOPE ST,Local Access,2,370,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,370,0
17930,16709,MORGAN RD NW,Local Access,2,108,Urban,108,Bremerton West UGA,Bremerton West UGA,108,NA,NA,NA,2,5,NA,1,0,1,1,108,108
17930,12389,MORGAN RD NW,Local Access,2,1617,Urban,1617,Bremerton West UGA,Bremerton West UGA,1615,NA,NA,NA,2,5,NA,1,0,1,1,1615,1615
18520,7684,PRICE RD,Major Collector,2,286,Urban,286,Bremerton West UGA,Bremerton West UGA,286,NA,NA,2,2,6,NA,1,1,2,2,286,572
15800,11440,W EARHART ST,Local Access,2,188,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188,0
15800,13722,W EARHART ST,Local Access,2,272,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,272,0
15800,7813,W EARHART ST,Local Access,2,271,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,271,0
15800,4318,W EARHART ST,Local Access,2,100,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0
15800,336,W EARHART ST,Local Access,2,105,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,105,0
15800,13240,W EARHART ST,Local Access,2,141,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,141,0
15650,13749,W SHERMAN HEIGHTS RD,Local Access,2,291,Urban,291,Bremerton West UGA,Bremerton West UGA,62,NA,NA,3,NA,5,NA,0,1,1,1,62,62
18150,11787,ROCKY POINT RD NW,Major Collector,2,1009,Urban,1009,Bremerton West UGA,Bremerton West UGA,1005,NA,NA,NA,3,6,NA,1,0,1,1,1005,1005
16330,14010,S NATIONAL AVE,Minor Arterial,2,620,Urban,620,Bremerton West UGA,Bremerton West UGA,620,NA,NA,5,5,6,NA,1,1,2,2,620,1240
16330,14015,S NATIONAL AVE,Minor Arterial,2,782,Urban,782,Bremerton West UGA,Bremerton West UGA,9,NA,NA,6,6,6,NA,2,2,4,4,9,36
16330,14015,S NATIONAL AVE,Minor Arterial,2,782,Urban,782,Bremerton West UGA,Bremerton West UGA,772,NA,NA,5,5,6,NA,1,1,2,2,772,1544
17680,2519,W O ST,Local Access,2,304,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,304,0
15240,14872,W MCKENNA FALLS RD,Local Access,2,1739,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1739,0
17539,12538,HARLOW DR,Major Collector,2,1031,Urban,1031,Bremerton West UGA,Bremerton West UGA,1031,NA,NA,2,2,6,NA,1,1,2,2,1031,2062
17539,10117,HARLOW DR,Major Collector,2,232,Urban,232,Bremerton West UGA,Bremerton West UGA,228,NA,NA,NA,2,6,NA,1,0,1,1,228,228
17539,10117,HARLOW DR,Major Collector,2,232,Urban,232,Bremerton West UGA,Bremerton West UGA,232,NA,NA,2,NA,6,NA,0,1,1,1,232,232
17539,4667,HARLOW DR,Major Collector,2,109,Urban,109,Bremerton West UGA,Bremerton West UGA,8,NA,NA,NA,2,6,NA,1,0,1,1,8,8
17539,4667,HARLOW DR,Major Collector,2,109,Urban,109,Bremerton West UGA,Bremerton West UGA,109,NA,NA,2,NA,6,NA,0,1,1,1,109,109
17539,3533,HARLOW DR,Major Collector,2,565,Urban,565,Bremerton West UGA,Bremerton West UGA,565,NA,NA,2,2,6,NA,1,1,2,2,565,1130
17539,9331,HARLOW DR,Major Collector,2,169,Urban,169,Bremerton West UGA,Bremerton West UGA,169,NA,NA,NA,2,6,NA,1,0,1,1,169,169
17539,9331,HARLOW DR,Major Collector,2,169,Urban,169,Bremerton West UGA,Bremerton West UGA,168,NA,NA,2,NA,6,NA,0,1,1,1,168,168
17430,10943,BROAD ST W,Major Collector,2,415,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,415,0
17180,13971,PREBLE ST,Major Collector,2,641,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,641,0
17180,13993,PREBLE ST,Major Collector,2,664,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,664,0
18400,12812,MATHEWS DR NW,Local Access,2,902,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,902,0
17800,15177,BURWELL ST,Local Access,2,75,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75,0
15650,14154,W SHERMAN HEIGHTS RD,Local Access,2,1804,Urban,1804,Bremerton West UGA,Bremerton West UGA,995,NA,NA,3,NA,5,NA,0,1,1,1,995,995
18010,18448,CORBET DR NW,Major Collector,2,36,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,0
17130,18414,MCCOLLUM AVE,Local Access,2,35,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,0
18345,10289,VIEW DR NW,Local Access,2,415,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,415,0
19125,18404,KITSAP LAKE RD NW,Major Collector,2,512,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,512,0
18150,18356,ROCKY POINT RD NW,Major Collector,2,96,Urban,96,Bremerton West UGA,Bremerton West UGA,96,NA,NA,NA,3,6,NA,1,0,1,1,96,96
1044,13743,W EVERETT ST,Local Access,2,267,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,0
1029,13714,1ST AVE W,Local Access,2,164,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,164,0
1029,13716,1ST AVE W,Local Access,2,348,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,348,0
17539,14150,HARLOW DR,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
18010,9034,CORBET DR NW,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
17510,18451,SKYLARK DR W,Local Access,2,26,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0
17619,18581,W ARSENAL WAY,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
